5s,15s,Date_time,6s,Discharge,10s
USGS,1105585,7/2/2018 00:00,EDT,2.3,A
USGS,1105585,7/2/2018 00:15,EDT,2.44,A
USGS,1105585,7/2/2018 00:30,EDT,2.41,A
USGS,1105585,7/2/2018 00:45,EDT,2.31,A
USGS,1105585,7/2/2018 01:00,EDT,2.23,A
USGS,1105585,7/2/2018 01:15,EDT,2.53,A
USGS,1105585,7/2/2018 01:30,EDT,2.36,A
USGS,1105585,7/2/2018 01:45,EDT,2.25,A
USGS,1105585,7/2/2018 02:00,EDT,2.2,A
USGS,1105585,7/2/2018 02:15,EDT,2.46,A
USGS,1105585,7/2/2018 02:30,EDT,2.36,A
USGS,1105585,7/2/2018 02:45,EDT,2.26,A
USGS,1105585,7/2/2018 03:00,EDT,2.23,A
USGS,1105585,7/2/2018 03:15,EDT,2.43,A
USGS,1105585,7/2/2018 03:30,EDT,2.3,A
USGS,1105585,7/2/2018 03:45,EDT,2.23,A
USGS,1105585,7/2/2018 04:00,EDT,2.25,A
USGS,1105585,7/2/2018 04:15,EDT,2.44,A
USGS,1105585,7/2/2018 04:30,EDT,2.25,A
USGS,1105585,7/2/2018 04:45,EDT,2.2,A
USGS,1105585,7/2/2018 05:00,EDT,2.31,A
USGS,1105585,7/2/2018 05:15,EDT,2.44,A
USGS,1105585,7/2/2018 05:30,EDT,2.28,A
USGS,1105585,7/2/2018 05:45,EDT,2.19,A
USGS,1105585,7/2/2018 06:00,EDT,2.23,A
USGS,1105585,7/2/2018 06:15,EDT,2.31,A
USGS,1105585,7/2/2018 06:30,EDT,2.23,A
USGS,1105585,7/2/2018 06:45,EDT,2.19,A
USGS,1105585,7/2/2018 07:00,EDT,2.22,A
USGS,1105585,7/2/2018 07:15,EDT,2.39,A
USGS,1105585,7/2/2018 07:30,EDT,2.26,A
USGS,1105585,7/2/2018 07:45,EDT,2.16,A
USGS,1105585,7/2/2018 08:00,EDT,2.12,A
USGS,1105585,7/2/2018 08:15,EDT,2.36,A
USGS,1105585,7/2/2018 08:30,EDT,2.26,A
USGS,1105585,7/2/2018 08:45,EDT,2.19,A
USGS,1105585,7/2/2018 09:00,EDT,2.12,A
USGS,1105585,7/2/2018 09:15,EDT,2.3,A
USGS,1105585,7/2/2018 09:30,EDT,2.33,A
USGS,1105585,7/2/2018 09:45,EDT,2.13,A
USGS,1105585,7/2/2018 10:00,EDT,2.07,A
USGS,1105585,7/2/2018 10:15,EDT,2.28,A
USGS,1105585,7/2/2018 10:30,EDT,2.43,A
USGS,1105585,7/2/2018 10:45,EDT,2.26,A
USGS,1105585,7/2/2018 11:00,EDT,2.14,A
USGS,1105585,7/2/2018 11:15,EDT,2.06,A
USGS,1105585,7/2/2018 11:30,EDT,2.3,A
USGS,1105585,7/2/2018 11:45,EDT,2.22,A
USGS,1105585,7/2/2018 12:00,EDT,2.1,A
USGS,1105585,7/2/2018 12:30,EDT,2.2,A
USGS,1105585,7/2/2018 12:45,EDT,2.23,A
USGS,1105585,7/2/2018 13:00,EDT,2.12,A
USGS,1105585,7/2/2018 13:15,EDT,2.06,A
USGS,1105585,7/2/2018 13:30,EDT,2.03,A
USGS,1105585,7/2/2018 13:45,EDT,2.33,A
USGS,1105585,7/2/2018 14:00,EDT,2.26,A
USGS,1105585,7/2/2018 14:15,EDT,2.14,A
USGS,1105585,7/2/2018 14:30,EDT,2.09,A
USGS,1105585,7/2/2018 14:45,EDT,2.28,A
USGS,1105585,7/2/2018 15:00,EDT,2.22,A
USGS,1105585,7/2/2018 15:15,EDT,2.13,A
USGS,1105585,7/2/2018 15:30,EDT,2.05,A
USGS,1105585,7/2/2018 15:45,EDT,2.26,A
USGS,1105585,7/2/2018 16:00,EDT,2.26,A
USGS,1105585,7/2/2018 16:15,EDT,2.13,A
USGS,1105585,7/2/2018 16:30,EDT,2.09,A
USGS,1105585,7/2/2018 16:45,EDT,2.17,A
USGS,1105585,7/2/2018 17:00,EDT,2.33,A
USGS,1105585,7/2/2018 17:15,EDT,2.19,A
USGS,1105585,7/2/2018 17:30,EDT,2.1,A
USGS,1105585,7/2/2018 17:45,EDT,2.06,A
USGS,1105585,7/2/2018 18:00,EDT,2.35,A
USGS,1105585,7/2/2018 18:15,EDT,2.22,A
USGS,1105585,7/2/2018 18:30,EDT,2.1,A
USGS,1105585,7/2/2018 18:45,EDT,2.07,A
USGS,1105585,7/2/2018 19:00,EDT,2.13,A
USGS,1105585,7/2/2018 19:15,EDT,2.25,A
USGS,1105585,7/2/2018 19:30,EDT,2.1,A
USGS,1105585,7/2/2018 19:45,EDT,2.06,A
USGS,1105585,7/2/2018 20:00,EDT,2.02,A
USGS,1105585,7/2/2018 20:15,EDT,2.26,A
USGS,1105585,7/2/2018 20:30,EDT,2.12,A
USGS,1105585,7/2/2018 20:45,EDT,2.05,A
USGS,1105585,7/2/2018 21:00,EDT,2.02,A
USGS,1105585,7/2/2018 21:15,EDT,2.2,A
USGS,1105585,7/2/2018 21:30,EDT,2.23,A
USGS,1105585,7/2/2018 21:45,EDT,2.16,A
USGS,1105585,7/2/2018 22:00,EDT,2.12,A
USGS,1105585,7/2/2018 22:15,EDT,2.02,A
USGS,1105585,7/2/2018 22:30,EDT,2.36,A
USGS,1105585,7/2/2018 22:45,EDT,2.2,A
USGS,1105585,7/2/2018 23:00,EDT,2.09,A
USGS,1105585,7/2/2018 23:15,EDT,2,A
USGS,1105585,7/2/2018 23:30,EDT,2.14,A
USGS,1105585,7/2/2018 23:45,EDT,2.26,A
USGS,1105585,7/3/2018 00:00,EDT,2.1,A
USGS,1105585,7/3/2018 00:15,EDT,2,A
USGS,1105585,7/3/2018 00:30,EDT,1.96,A
USGS,1105585,7/3/2018 00:45,EDT,2.23,A
USGS,1105585,7/3/2018 01:00,EDT,2.16,A
USGS,1105585,7/3/2018 01:15,EDT,2,A
USGS,1105585,7/3/2018 01:30,EDT,1.99,A
USGS,1105585,7/3/2018 01:45,EDT,1.99,A
USGS,1105585,7/3/2018 02:00,EDT,2.23,A
USGS,1105585,7/3/2018 02:15,EDT,2.09,A
USGS,1105585,7/3/2018 02:30,EDT,2,A
USGS,1105585,7/3/2018 02:45,EDT,1.98,A
USGS,1105585,7/3/2018 03:00,EDT,2.16,A
USGS,1105585,7/3/2018 03:15,EDT,2.17,A
USGS,1105585,7/3/2018 03:30,EDT,2.06,A
USGS,1105585,7/3/2018 03:45,EDT,1.98,A
USGS,1105585,7/3/2018 04:00,EDT,1.98,A
USGS,1105585,7/3/2018 04:15,EDT,2.26,A
USGS,1105585,7/3/2018 04:30,EDT,2.16,A
USGS,1105585,7/3/2018 04:45,EDT,2.06,A
USGS,1105585,7/3/2018 05:00,EDT,2.13,A
USGS,1105585,7/3/2018 05:15,EDT,2.14,A
USGS,1105585,7/3/2018 05:30,EDT,2.48,A
USGS,1105585,7/3/2018 05:45,EDT,2.31,A
USGS,1105585,7/3/2018 06:00,EDT,2.17,A
USGS,1105585,7/3/2018 06:15,EDT,2.07,A
USGS,1105585,7/3/2018 06:30,EDT,2.03,A
USGS,1105585,7/3/2018 06:45,EDT,2.3,A
USGS,1105585,7/3/2018 07:00,EDT,2.09,A
USGS,1105585,7/3/2018 07:15,EDT,1.91,A
USGS,1105585,7/3/2018 07:30,EDT,1.9,A
USGS,1105585,7/3/2018 07:45,EDT,2.07,A
USGS,1105585,7/3/2018 08:00,EDT,2.12,A
USGS,1105585,7/3/2018 08:15,EDT,2,A
USGS,1105585,7/3/2018 08:30,EDT,1.95,A
USGS,1105585,7/3/2018 08:45,EDT,1.91,A
USGS,1105585,7/3/2018 09:00,EDT,2.14,A
USGS,1105585,7/3/2018 09:15,EDT,2.05,A
USGS,1105585,7/3/2018 09:30,EDT,1.95,A
USGS,1105585,7/3/2018 09:45,EDT,1.88,A
USGS,1105585,7/3/2018 10:00,EDT,1.9,A
USGS,1105585,7/3/2018 10:15,EDT,2.14,A
USGS,1105585,7/3/2018 10:30,EDT,1.98,A
USGS,1105585,7/3/2018 10:45,EDT,1.91,A
USGS,1105585,7/3/2018 11:00,EDT,1.84,A
USGS,1105585,7/3/2018 11:15,EDT,2.12,A
USGS,1105585,7/3/2018 11:30,EDT,2.02,A
USGS,1105585,7/3/2018 11:45,EDT,1.9,A
USGS,1105585,7/3/2018 12:00,EDT,1.82,A
USGS,1105585,7/3/2018 12:15,EDT,2,A
USGS,1105585,7/3/2018 12:30,EDT,2,A
USGS,1105585,7/3/2018 12:45,EDT,1.87,A
USGS,1105585,7/3/2018 13:00,EDT,1.87,A
USGS,1105585,7/3/2018 13:15,EDT,2.03,A
USGS,1105585,7/3/2018 13:30,EDT,1.94,A
USGS,1105585,7/3/2018 13:45,EDT,1.88,A
USGS,1105585,7/3/2018 14:00,EDT,1.96,A
USGS,1105585,7/3/2018 14:15,EDT,2.05,A
USGS,1105585,7/3/2018 14:30,EDT,1.98,A
USGS,1105585,7/3/2018 14:45,EDT,1.96,A
USGS,1105585,7/3/2018 15:00,EDT,2.1,A
USGS,1105585,7/3/2018 15:15,EDT,2.02,A
USGS,1105585,7/3/2018 15:30,EDT,1.92,A
USGS,1105585,7/3/2018 15:45,EDT,1.9,A
USGS,1105585,7/3/2018 16:00,EDT,2.1,A
USGS,1105585,7/3/2018 16:15,EDT,1.98,A
USGS,1105585,7/3/2018 16:30,EDT,1.91,A
USGS,1105585,7/3/2018 16:45,EDT,1.87,A
USGS,1105585,7/3/2018 17:00,EDT,2.07,A
USGS,1105585,7/3/2018 17:15,EDT,1.96,A
USGS,1105585,7/3/2018 17:30,EDT,1.88,A
USGS,1105585,7/3/2018 17:45,EDT,1.94,A
USGS,1105585,7/3/2018 18:00,EDT,2.05,A
USGS,1105585,7/3/2018 18:15,EDT,1.92,A
USGS,1105585,7/3/2018 18:30,EDT,1.86,A
USGS,1105585,7/3/2018 18:45,EDT,2.03,A
USGS,1105585,7/3/2018 19:00,EDT,2.05,A
USGS,1105585,7/3/2018 19:15,EDT,1.9,A
USGS,1105585,7/3/2018 19:30,EDT,1.83,A
USGS,1105585,7/3/2018 19:45,EDT,2.05,A
USGS,1105585,7/3/2018 20:00,EDT,2,A
USGS,1105585,7/3/2018 20:15,EDT,1.91,A
USGS,1105585,7/3/2018 20:30,EDT,1.86,A
USGS,1105585,7/3/2018 20:45,EDT,2.07,A
USGS,1105585,7/3/2018 21:00,EDT,1.98,A
USGS,1105585,7/3/2018 21:15,EDT,1.88,A
USGS,1105585,7/3/2018 21:30,EDT,1.84,A
USGS,1105585,7/3/2018 21:45,EDT,2.07,A
USGS,1105585,7/3/2018 22:00,EDT,1.95,A
USGS,1105585,7/3/2018 22:15,EDT,1.83,A
USGS,1105585,7/3/2018 22:30,EDT,1.81,A
USGS,1105585,7/3/2018 22:45,EDT,2.05,A
USGS,1105585,7/3/2018 23:00,EDT,1.92,A
USGS,1105585,7/3/2018 23:15,EDT,1.81,A
USGS,1105585,7/3/2018 23:30,EDT,1.79,A
USGS,1105585,7/3/2018 23:45,EDT,1.99,A
USGS,1105585,7/4/2018 00:00,EDT,1.9,A
USGS,1105585,7/4/2018 00:15,EDT,1.82,A
USGS,1105585,7/4/2018 00:30,EDT,1.81,A
USGS,1105585,7/4/2018 00:45,EDT,1.96,A
USGS,1105585,7/4/2018 01:00,EDT,1.83,A
USGS,1105585,7/4/2018 01:45,EDT,1.82,A
USGS,1105585,7/4/2018 02:00,EDT,1.73,A
USGS,1105585,7/4/2018 02:15,EDT,1.64,A
USGS,1105585,7/4/2018 02:30,EDT,1.62,A
USGS,1105585,7/4/2018 02:45,EDT,1.84,A
USGS,1105585,7/4/2018 03:00,EDT,1.74,A
USGS,1105585,7/4/2018 03:15,EDT,1.67,A
USGS,1105585,7/4/2018 03:30,EDT,1.64,A
USGS,1105585,7/4/2018 03:45,EDT,1.77,A
USGS,1105585,7/4/2018 04:15,EDT,1.77,A
USGS,1105585,7/4/2018 04:30,EDT,1.73,A
USGS,1105585,7/4/2018 04:45,EDT,1.86,A
USGS,1105585,7/4/2018 05:00,EDT,1.94,A
USGS,1105585,7/4/2018 05:15,EDT,1.77,A
USGS,1105585,7/4/2018 05:30,EDT,1.73,A
USGS,1105585,7/4/2018 05:45,EDT,1.62,A
USGS,1105585,7/4/2018 06:00,EDT,1.88,A
USGS,1105585,7/4/2018 06:15,EDT,1.91,A
USGS,1105585,7/4/2018 06:30,EDT,1.72,A
USGS,1105585,7/4/2018 06:45,EDT,1.69,A
USGS,1105585,7/4/2018 07:00,EDT,1.73,A
USGS,1105585,7/4/2018 07:15,EDT,1.91,A
USGS,1105585,7/4/2018 07:30,EDT,1.81,A:e
USGS,1105585,7/4/2018 07:45,EDT,1.81,A:e
USGS,1105585,7/4/2018 08:00,EDT,1.81,A:e
USGS,1105585,7/4/2018 08:15,EDT,1.8,A:e
USGS,1105585,7/4/2018 08:30,EDT,1.8,A:e
USGS,1105585,7/4/2018 08:45,EDT,1.8,A:e
USGS,1105585,7/4/2018 09:00,EDT,1.79,A:e
USGS,1105585,7/4/2018 09:15,EDT,1.79,A:e
USGS,1105585,7/4/2018 09:30,EDT,1.79,A:e
USGS,1105585,7/4/2018 09:45,EDT,1.78,A:e
USGS,1105585,7/4/2018 10:00,EDT,1.78,A:e
USGS,1105585,7/4/2018 10:15,EDT,1.77,A:e
USGS,1105585,7/4/2018 10:30,EDT,1.77,A:e
USGS,1105585,7/4/2018 10:45,EDT,1.76,A:e
USGS,1105585,7/4/2018 11:00,EDT,1.76,A:e
USGS,1105585,7/4/2018 11:15,EDT,1.75,A:e
USGS,1105585,7/4/2018 11:30,EDT,1.75,A:e
USGS,1105585,7/4/2018 11:45,EDT,1.74,A:e
USGS,1105585,7/4/2018 12:00,EDT,1.74,A:e
USGS,1105585,7/4/2018 12:15,EDT,1.74,A:e
USGS,1105585,7/4/2018 12:30,EDT,1.73,A:e
USGS,1105585,7/4/2018 12:45,EDT,1.73,A:e
USGS,1105585,7/4/2018 13:00,EDT,1.72,A:e
USGS,1105585,7/4/2018 13:15,EDT,1.72,A:e
USGS,1105585,7/4/2018 13:30,EDT,1.71,A:e
USGS,1105585,7/4/2018 13:45,EDT,1.71,A:e
USGS,1105585,7/4/2018 14:00,EDT,1.7,A:e
USGS,1105585,7/4/2018 14:15,EDT,1.7,A:e
USGS,1105585,7/4/2018 14:30,EDT,1.69,A:e
USGS,1105585,7/4/2018 14:45,EDT,1.69,A:e
USGS,1105585,7/4/2018 15:00,EDT,1.68,A:e
USGS,1105585,7/4/2018 15:15,EDT,1.68,A:e
USGS,1105585,7/4/2018 15:30,EDT,1.67,A:e
USGS,1105585,7/4/2018 15:45,EDT,1.67,A:e
USGS,1105585,7/4/2018 16:00,EDT,1.66,A:e
USGS,1105585,7/4/2018 16:15,EDT,1.66,A:e
USGS,1105585,7/4/2018 16:30,EDT,1.65,A:e
USGS,1105585,7/4/2018 16:45,EDT,1.65,A:e
USGS,1105585,7/4/2018 17:00,EDT,1.64,A:e
USGS,1105585,7/4/2018 17:15,EDT,1.64,A:e
USGS,1105585,7/4/2018 17:30,EDT,1.63,A:e
USGS,1105585,7/4/2018 17:45,EDT,1.63,A:e
USGS,1105585,7/4/2018 18:00,EDT,1.62,A:e
USGS,1105585,7/4/2018 18:15,EDT,1.62,A:e
USGS,1105585,7/4/2018 18:30,EDT,1.61,A:e
USGS,1105585,7/4/2018 18:45,EDT,1.61,A:e
USGS,1105585,7/4/2018 19:00,EDT,1.6,A:e
USGS,1105585,7/4/2018 19:15,EDT,1.6,A:e
USGS,1105585,7/4/2018 19:30,EDT,1.6,A:e
USGS,1105585,7/4/2018 19:45,EDT,1.59,A:e
USGS,1105585,7/4/2018 20:00,EDT,1.59,A:e
USGS,1105585,7/4/2018 20:15,EDT,1.58,A:e
USGS,1105585,7/4/2018 20:30,EDT,1.57,A:e
USGS,1105585,7/4/2018 20:45,EDT,1.56,A:e
USGS,1105585,7/4/2018 21:00,EDT,1.54,A:e
USGS,1105585,7/4/2018 21:15,EDT,1.53,A:e
USGS,1105585,7/4/2018 21:30,EDT,1.52,A:e
USGS,1105585,7/4/2018 21:45,EDT,1.51,A:e
USGS,1105585,7/4/2018 22:00,EDT,1.5,A:e
USGS,1105585,7/4/2018 22:15,EDT,1.49,A:e
USGS,1105585,7/4/2018 22:30,EDT,1.48,A:e
USGS,1105585,7/4/2018 22:45,EDT,1.47,A:e
USGS,1105585,7/4/2018 23:00,EDT,1.46,A:e
USGS,1105585,7/4/2018 23:15,EDT,1.45,A:e
USGS,1105585,7/4/2018 23:30,EDT,1.44,A:e
USGS,1105585,7/4/2018 23:45,EDT,1.43,A:e
USGS,1105585,7/5/2018 00:00,EDT,1.42,A:e
USGS,1105585,7/5/2018 00:15,EDT,1.41,A:e
USGS,1105585,7/5/2018 00:30,EDT,1.4,A:e
USGS,1105585,7/5/2018 00:45,EDT,1.39,A:e
USGS,1105585,7/5/2018 01:00,EDT,1.38,A:e
USGS,1105585,7/5/2018 01:15,EDT,1.36,A:e
USGS,1105585,7/5/2018 01:30,EDT,1.35,A:e
USGS,1105585,7/5/2018 01:45,EDT,1.34,A:e
USGS,1105585,7/5/2018 02:00,EDT,1.33,A:e
USGS,1105585,7/5/2018 02:15,EDT,1.32,A:e
USGS,1105585,7/5/2018 02:30,EDT,1.31,A:e
USGS,1105585,7/5/2018 02:45,EDT,1.3,A:e
USGS,1105585,7/5/2018 03:00,EDT,1.29,A:e
USGS,1105585,7/5/2018 03:15,EDT,1.28,A:e
USGS,1105585,7/5/2018 03:30,EDT,1.27,A:e
USGS,1105585,7/5/2018 03:45,EDT,1.26,A:e
USGS,1105585,7/5/2018 04:00,EDT,1.25,A:e
USGS,1105585,7/5/2018 04:15,EDT,1.24,A:e
USGS,1105585,7/5/2018 04:30,EDT,1.23,A:e
USGS,1105585,7/5/2018 04:45,EDT,1.22,A:e
USGS,1105585,7/5/2018 05:00,EDT,1.21,A:e
USGS,1105585,7/5/2018 05:15,EDT,1.21,A:e
USGS,1105585,7/5/2018 05:30,EDT,1.21,A:e
USGS,1105585,7/5/2018 05:45,EDT,1.21,A:e
USGS,1105585,7/5/2018 06:00,EDT,1.21,A:e
USGS,1105585,7/5/2018 06:15,EDT,1.21,A:e
USGS,1105585,7/5/2018 06:30,EDT,1.21,A:e
USGS,1105585,7/5/2018 06:45,EDT,1.21,A:e
USGS,1105585,7/5/2018 07:00,EDT,1.2,A:e
USGS,1105585,7/5/2018 07:15,EDT,1.2,A:e
USGS,1105585,7/5/2018 07:30,EDT,1.2,A:e
USGS,1105585,7/5/2018 07:45,EDT,1.2,A:e
USGS,1105585,7/5/2018 08:00,EDT,1.2,A:e
USGS,1105585,7/5/2018 08:15,EDT,1.2,A:e
USGS,1105585,7/5/2018 08:30,EDT,1.2,A:e
USGS,1105585,7/5/2018 08:45,EDT,1.2,A:e
USGS,1105585,7/5/2018 09:00,EDT,1.2,A:e
USGS,1105585,7/5/2018 09:15,EDT,1.2,A:e
USGS,1105585,7/5/2018 09:30,EDT,1.2,A:e
USGS,1105585,7/5/2018 09:45,EDT,1.2,A:e
USGS,1105585,7/5/2018 10:00,EDT,1.2,A:e
USGS,1105585,7/5/2018 10:15,EDT,1.19,A:e
USGS,1105585,7/5/2018 10:30,EDT,1.19,A:e
USGS,1105585,7/5/2018 10:45,EDT,1.19,A:e
USGS,1105585,7/5/2018 11:00,EDT,1.19,A:e
USGS,1105585,7/5/2018 11:15,EDT,1.19,A:e
USGS,1105585,7/5/2018 11:30,EDT,1.19,A:e
USGS,1105585,7/5/2018 11:45,EDT,1.19,A:e
USGS,1105585,7/5/2018 12:00,EDT,1.19,A:e
USGS,1105585,7/5/2018 12:15,EDT,1.19,A:e
USGS,1105585,7/5/2018 12:30,EDT,1.19,A:e
USGS,1105585,7/5/2018 12:45,EDT,1.19,A:e
USGS,1105585,7/5/2018 13:00,EDT,1.19,A:e
USGS,1105585,7/5/2018 13:15,EDT,1.19,A:e
USGS,1105585,7/5/2018 13:30,EDT,1.19,A:e
USGS,1105585,7/5/2018 13:45,EDT,1.18,A:e
USGS,1105585,7/5/2018 14:00,EDT,1.18,A:e
USGS,1105585,7/5/2018 14:15,EDT,1.18,A:e
USGS,1105585,7/5/2018 14:30,EDT,1.18,A:e
USGS,1105585,7/5/2018 14:45,EDT,1.18,A:e
USGS,1105585,7/5/2018 15:00,EDT,1.18,A:e
USGS,1105585,7/5/2018 15:15,EDT,1.18,A:e
USGS,1105585,7/5/2018 15:30,EDT,1.18,A:e
USGS,1105585,7/5/2018 15:45,EDT,1.18,A:e
USGS,1105585,7/5/2018 16:00,EDT,1.18,A:e
USGS,1105585,7/5/2018 16:15,EDT,1.18,A:e
USGS,1105585,7/5/2018 16:30,EDT,1.18,A:e
USGS,1105585,7/5/2018 16:45,EDT,1.18,A:e
USGS,1105585,7/5/2018 17:00,EDT,1.18,A:e
USGS,1105585,7/5/2018 17:15,EDT,1.18,A:e
USGS,1105585,7/5/2018 17:30,EDT,1.18,A:e
USGS,1105585,7/5/2018 17:45,EDT,1.18,A:e
USGS,1105585,7/5/2018 18:00,EDT,1.18,A:e
USGS,1105585,7/5/2018 18:15,EDT,1.18,A:e
USGS,1105585,7/5/2018 18:30,EDT,1.18,A:e
USGS,1105585,7/5/2018 18:45,EDT,1.18,A:e
USGS,1105585,7/5/2018 19:00,EDT,1.19,A:e
USGS,1105585,7/5/2018 19:15,EDT,1.19,A:e
USGS,1105585,7/5/2018 19:30,EDT,1.19,A:e
USGS,1105585,7/5/2018 19:45,EDT,1.19,A:e
USGS,1105585,7/5/2018 20:00,EDT,1.19,A:e
USGS,1105585,7/5/2018 20:15,EDT,1.19,A:e
USGS,1105585,7/5/2018 20:30,EDT,1.19,A:e
USGS,1105585,7/5/2018 20:45,EDT,1.19,A:e
USGS,1105585,7/5/2018 21:00,EDT,1.19,A:e
USGS,1105585,7/5/2018 21:15,EDT,1.2,A:e
USGS,1105585,7/5/2018 21:30,EDT,1.2,A:e
USGS,1105585,7/5/2018 21:45,EDT,1.2,A:e
USGS,1105585,7/5/2018 22:00,EDT,1.2,A:e
USGS,1105585,7/5/2018 22:15,EDT,1.2,A:e
USGS,1105585,7/5/2018 22:30,EDT,1.2,A:e
USGS,1105585,7/5/2018 22:45,EDT,1.2,A:e
USGS,1105585,7/5/2018 23:00,EDT,1.2,A:e
USGS,1105585,7/5/2018 23:15,EDT,1.2,A:e
USGS,1105585,7/5/2018 23:30,EDT,1.2,A:e
USGS,1105585,7/5/2018 23:45,EDT,1.21,A:e
USGS,1105585,7/6/2018 00:00,EDT,1.21,A:e
USGS,1105585,7/6/2018 00:15,EDT,1.21,A:e
USGS,1105585,7/6/2018 00:30,EDT,1.21,A:e
USGS,1105585,7/6/2018 00:45,EDT,1.21,A:e
USGS,1105585,7/6/2018 01:00,EDT,1.21,A:e
USGS,1105585,7/6/2018 01:15,EDT,1.21,A:e
USGS,1105585,7/6/2018 01:30,EDT,1.21,A:e
USGS,1105585,7/6/2018 01:45,EDT,1.21,A:e
USGS,1105585,7/6/2018 02:00,EDT,1.21,A:e
USGS,1105585,7/6/2018 02:15,EDT,1.22,A:e
USGS,1105585,7/6/2018 02:30,EDT,1.22,A:e
USGS,1105585,7/6/2018 02:45,EDT,1.22,A:e
USGS,1105585,7/6/2018 03:00,EDT,1.22,A:e
USGS,1105585,7/6/2018 03:15,EDT,1.22,A:e
USGS,1105585,7/6/2018 03:30,EDT,1.22,A:e
USGS,1105585,7/6/2018 03:45,EDT,1.22,A:e
USGS,1105585,7/6/2018 04:00,EDT,1.22,A:e
USGS,1105585,7/6/2018 04:15,EDT,1.22,A:e
USGS,1105585,7/6/2018 04:30,EDT,1.22,A:e
USGS,1105585,7/6/2018 04:45,EDT,1.23,A:e
USGS,1105585,7/6/2018 05:00,EDT,1.23,A:e
USGS,1105585,7/6/2018 05:15,EDT,1.23,A:e
USGS,1105585,7/6/2018 05:30,EDT,1.23,A:e
USGS,1105585,7/6/2018 05:45,EDT,1.23,A:e
USGS,1105585,7/6/2018 06:00,EDT,1.23,A:e
USGS,1105585,7/6/2018 06:15,EDT,1.23,A:e
USGS,1105585,7/6/2018 06:30,EDT,1.23,A:e
USGS,1105585,7/6/2018 06:45,EDT,1.24,A:e
USGS,1105585,7/6/2018 07:00,EDT,1.24,A:e
USGS,1105585,7/6/2018 07:15,EDT,1.24,A:e
USGS,1105585,7/6/2018 07:30,EDT,1.24,A:e
USGS,1105585,7/6/2018 07:45,EDT,1.24,A:e
USGS,1105585,7/6/2018 08:00,EDT,1.24,A:e
USGS,1105585,7/6/2018 08:15,EDT,1.25,A:e
USGS,1105585,7/6/2018 08:30,EDT,1.25,A:e
USGS,1105585,7/6/2018 08:45,EDT,1.26,A:e
USGS,1105585,7/6/2018 09:00,EDT,1.27,A:e
USGS,1105585,7/6/2018 09:15,EDT,1.28,A:e
USGS,1105585,7/6/2018 09:30,EDT,1.29,A:e
USGS,1105585,7/6/2018 09:45,EDT,1.3,A:e
USGS,1105585,7/6/2018 10:00,EDT,1.31,A:e
USGS,1105585,7/6/2018 10:15,EDT,1.32,A:e
USGS,1105585,7/6/2018 10:30,EDT,1.32,A:e
USGS,1105585,7/6/2018 10:45,EDT,1.33,A:e
USGS,1105585,7/6/2018 11:00,EDT,1.34,A:e
USGS,1105585,7/6/2018 11:15,EDT,1.35,A:e
USGS,1105585,7/6/2018 11:30,EDT,1.36,A:e
USGS,1105585,7/6/2018 11:45,EDT,1.37,A:e
USGS,1105585,7/6/2018 12:00,EDT,1.38,A:e
USGS,1105585,7/6/2018 12:15,EDT,4.29,A:e
USGS,1105585,7/6/2018 12:30,EDT,7.46,A:e
USGS,1105585,7/6/2018 12:45,EDT,10.6,A:e
USGS,1105585,7/6/2018 13:00,EDT,13.5,A:e
USGS,1105585,7/6/2018 13:15,EDT,14.5,A:e
USGS,1105585,7/6/2018 13:30,EDT,15.6,A:e
USGS,1105585,7/6/2018 13:45,EDT,16.6,A:e
USGS,1105585,7/6/2018 14:00,EDT,17.6,A:e
USGS,1105585,7/6/2018 14:15,EDT,18.7,A:e
USGS,1105585,7/6/2018 14:30,EDT,19.7,A:e
USGS,1105585,7/6/2018 14:45,EDT,20.8,A:e
USGS,1105585,7/6/2018 15:00,EDT,21,A:e
USGS,1105585,7/6/2018 15:15,EDT,20.7,A:e
USGS,1105585,7/6/2018 15:30,EDT,20.4,A:e
USGS,1105585,7/6/2018 15:45,EDT,20.1,A:e
USGS,1105585,7/6/2018 16:00,EDT,19.8,A:e
USGS,1105585,7/6/2018 16:15,EDT,19.5,A:e
USGS,1105585,7/6/2018 16:30,EDT,19.2,A:e
USGS,1105585,7/6/2018 16:45,EDT,18.9,A:e
USGS,1105585,7/6/2018 17:00,EDT,18.6,A:e
USGS,1105585,7/6/2018 17:15,EDT,18.3,A:e
USGS,1105585,7/6/2018 17:30,EDT,18,A:e
USGS,1105585,7/6/2018 17:45,EDT,17.7,A:e
USGS,1105585,7/6/2018 18:00,EDT,17.5,A:e
USGS,1105585,7/6/2018 18:15,EDT,17.1,A:e
USGS,1105585,7/6/2018 18:30,EDT,16.7,A:e
USGS,1105585,7/6/2018 18:45,EDT,16.3,A:e
USGS,1105585,7/6/2018 19:00,EDT,15.9,A:e
USGS,1105585,7/6/2018 19:15,EDT,15.5,A:e
USGS,1105585,7/6/2018 19:30,EDT,15.1,A:e
USGS,1105585,7/6/2018 19:45,EDT,14.7,A:e
USGS,1105585,7/6/2018 20:00,EDT,14.3,A:e
USGS,1105585,7/6/2018 20:15,EDT,13.9,A:e
USGS,1105585,7/6/2018 20:30,EDT,13.5,A:e
USGS,1105585,7/6/2018 20:45,EDT,13.1,A:e
USGS,1105585,7/6/2018 21:00,EDT,12.8,A:e
