5s,15s,Date_time,6s,Discharge,10s
USGS,1105585,7/28/2018 04:30,EDT,2.2,P
USGS,1105585,7/28/2018 04:45,EDT,2.17,P
USGS,1105585,7/28/2018 05:00,EDT,2.14,P
USGS,1105585,7/28/2018 05:15,EDT,2.16,P
USGS,1105585,7/28/2018 05:30,EDT,2.12,P
USGS,1105585,7/28/2018 05:45,EDT,2.16,P
USGS,1105585,7/28/2018 06:00,EDT,2.13,P
USGS,1105585,7/28/2018 06:15,EDT,2.14,P
USGS,1105585,7/28/2018 06:30,EDT,2.14,P
USGS,1105585,7/28/2018 06:45,EDT,2.16,P
USGS,1105585,7/28/2018 07:00,EDT,2.09,P
USGS,1105585,7/28/2018 07:15,EDT,2.03,P
USGS,1105585,7/28/2018 07:30,EDT,2.03,P
USGS,1105585,7/28/2018 07:45,EDT,2,P
USGS,1105585,7/28/2018 08:00,EDT,2.05,P
USGS,1105585,7/28/2018 08:15,EDT,2.03,P
USGS,1105585,7/28/2018 08:30,EDT,2.03,P
USGS,1105585,7/28/2018 08:45,EDT,2.02,P
USGS,1105585,7/28/2018 09:00,EDT,1.99,P
USGS,1105585,7/28/2018 09:15,EDT,2.02,P
USGS,1105585,7/28/2018 09:30,EDT,2.02,P
USGS,1105585,7/28/2018 09:45,EDT,1.98,P
USGS,1105585,7/28/2018 10:00,EDT,1.99,P
USGS,1105585,7/28/2018 10:15,EDT,1.96,P
USGS,1105585,7/28/2018 10:30,EDT,1.95,P
USGS,1105585,7/28/2018 10:45,EDT,1.96,P
USGS,1105585,7/28/2018 11:00,EDT,1.96,P
USGS,1105585,7/28/2018 11:15,EDT,1.94,P
USGS,1105585,7/28/2018 11:30,EDT,1.95,P
USGS,1105585,7/28/2018 11:45,EDT,1.92,P
USGS,1105585,7/28/2018 12:00,EDT,1.86,P
USGS,1105585,7/28/2018 12:15,EDT,1.91,P
USGS,1105585,7/28/2018 12:30,EDT,1.92,P
USGS,1105585,7/28/2018 12:45,EDT,1.88,P
USGS,1105585,7/28/2018 13:00,EDT,1.87,P
USGS,1105585,7/28/2018 13:15,EDT,1.92,P
USGS,1105585,7/28/2018 13:30,EDT,1.9,P
USGS,1105585,7/28/2018 13:45,EDT,1.9,P
USGS,1105585,7/28/2018 14:00,EDT,1.9,P
USGS,1105585,7/28/2018 14:15,EDT,1.88,P
USGS,1105585,7/28/2018 14:30,EDT,1.87,P
USGS,1105585,7/28/2018 14:45,EDT,1.88,P
USGS,1105585,7/28/2018 15:00,EDT,1.9,P
USGS,1105585,7/28/2018 15:15,EDT,1.9,P
USGS,1105585,7/28/2018 15:30,EDT,1.87,P
USGS,1105585,7/28/2018 15:45,EDT,1.87,P
USGS,1105585,7/28/2018 16:00,EDT,1.88,P
USGS,1105585,7/28/2018 16:15,EDT,1.87,P
USGS,1105585,7/28/2018 16:30,EDT,1.88,P
USGS,1105585,7/28/2018 16:45,EDT,1.86,P
USGS,1105585,7/28/2018 17:00,EDT,1.86,P
USGS,1105585,7/28/2018 17:15,EDT,1.86,P
USGS,1105585,7/28/2018 17:30,EDT,1.9,P
USGS,1105585,7/28/2018 17:45,EDT,1.82,P
USGS,1105585,7/28/2018 18:00,EDT,1.84,P
USGS,1105585,7/28/2018 18:15,EDT,1.82,P
USGS,1105585,7/28/2018 18:30,EDT,1.83,P
USGS,1105585,7/28/2018 18:45,EDT,1.81,P
USGS,1105585,7/28/2018 19:00,EDT,1.73,P
USGS,1105585,7/28/2018 19:15,EDT,1.78,P
USGS,1105585,7/28/2018 19:30,EDT,1.82,P
USGS,1105585,7/28/2018 19:45,EDT,1.74,P
USGS,1105585,7/28/2018 20:00,EDT,1.78,P
USGS,1105585,7/28/2018 20:15,EDT,1.77,P
USGS,1105585,7/28/2018 20:30,EDT,1.78,P
USGS,1105585,7/28/2018 20:45,EDT,1.75,P
USGS,1105585,7/28/2018 21:00,EDT,1.75,P
USGS,1105585,7/28/2018 21:15,EDT,1.77,P
USGS,1105585,7/28/2018 21:30,EDT,1.73,P
USGS,1105585,7/28/2018 21:45,EDT,1.77,P
USGS,1105585,7/28/2018 22:00,EDT,1.75,P
USGS,1105585,7/28/2018 22:15,EDT,1.75,P
USGS,1105585,7/28/2018 22:30,EDT,1.73,P
USGS,1105585,7/28/2018 22:45,EDT,1.73,P
USGS,1105585,7/28/2018 23:00,EDT,1.69,P
USGS,1105585,7/28/2018 23:15,EDT,1.72,P
USGS,1105585,7/28/2018 23:30,EDT,1.69,P
USGS,1105585,7/28/2018 23:45,EDT,1.68,P
USGS,1105585,7/29/2018 00:00,EDT,1.7,P
USGS,1105585,7/29/2018 00:15,EDT,1.68,P
USGS,1105585,7/29/2018 00:30,EDT,1.69,P
USGS,1105585,7/29/2018 00:45,EDT,1.63,P
USGS,1105585,7/29/2018 01:00,EDT,1.69,P
USGS,1105585,7/29/2018 01:15,EDT,1.65,P
USGS,1105585,7/29/2018 01:30,EDT,1.72,P
USGS,1105585,7/29/2018 01:45,EDT,1.65,P
USGS,1105585,7/29/2018 02:00,EDT,1.65,P
USGS,1105585,7/29/2018 02:15,EDT,1.65,P
USGS,1105585,7/29/2018 02:30,EDT,1.67,P
USGS,1105585,7/29/2018 02:45,EDT,1.63,P
USGS,1105585,7/29/2018 03:00,EDT,1.65,P
USGS,1105585,7/29/2018 03:15,EDT,1.63,P
USGS,1105585,7/29/2018 03:30,EDT,1.65,P
USGS,1105585,7/29/2018 03:45,EDT,1.58,P
USGS,1105585,7/29/2018 04:00,EDT,1.59,P
USGS,1105585,7/29/2018 04:15,EDT,1.63,P
USGS,1105585,7/29/2018 04:30,EDT,1.59,P
USGS,1105585,7/29/2018 04:45,EDT,1.6,P
USGS,1105585,7/29/2018 05:00,EDT,1.56,P
USGS,1105585,7/29/2018 05:15,EDT,1.6,P
USGS,1105585,7/29/2018 05:30,EDT,1.6,P
USGS,1105585,7/29/2018 05:45,EDT,1.6,P
USGS,1105585,7/29/2018 06:00,EDT,1.58,P
USGS,1105585,7/29/2018 06:15,EDT,1.6,P
USGS,1105585,7/29/2018 06:30,EDT,1.52,P
USGS,1105585,7/29/2018 06:45,EDT,1.53,P
USGS,1105585,7/29/2018 07:00,EDT,1.56,P
USGS,1105585,7/29/2018 07:15,EDT,1.54,P
USGS,1105585,7/29/2018 07:30,EDT,1.58,P
USGS,1105585,7/29/2018 07:45,EDT,1.58,P
USGS,1105585,7/29/2018 08:00,EDT,1.56,P
USGS,1105585,7/29/2018 08:15,EDT,1.52,P
USGS,1105585,7/29/2018 08:30,EDT,1.53,P
USGS,1105585,7/29/2018 08:45,EDT,1.58,P
USGS,1105585,7/29/2018 09:00,EDT,1.52,P
USGS,1105585,7/29/2018 09:15,EDT,1.47,P
USGS,1105585,7/29/2018 09:30,EDT,1.5,P
USGS,1105585,7/29/2018 09:45,EDT,1.52,P
USGS,1105585,7/29/2018 10:00,EDT,1.59,P
USGS,1105585,7/29/2018 10:15,EDT,1.4,P
USGS,1105585,7/29/2018 10:30,EDT,1.43,P
USGS,1105585,7/29/2018 10:45,EDT,1.48,P
USGS,1105585,7/29/2018 11:00,EDT,1.58,P
USGS,1105585,7/29/2018 11:15,EDT,1.44,P
USGS,1105585,7/29/2018 11:30,EDT,1.48,P
USGS,1105585,7/29/2018 11:45,EDT,1.41,P
USGS,1105585,7/29/2018 12:00,EDT,1.47,P
USGS,1105585,7/29/2018 12:15,EDT,1.47,P
USGS,1105585,7/29/2018 12:30,EDT,1.41,P
USGS,1105585,7/29/2018 12:45,EDT,1.52,P
USGS,1105585,7/29/2018 13:00,EDT,1.47,P
USGS,1105585,7/29/2018 13:15,EDT,1.5,P
USGS,1105585,7/29/2018 13:30,EDT,1.47,P
USGS,1105585,7/29/2018 13:45,EDT,1.58,P
USGS,1105585,7/29/2018 14:00,EDT,1.58,P
USGS,1105585,7/29/2018 14:15,EDT,1.64,P
USGS,1105585,7/29/2018 14:30,EDT,1.6,P
USGS,1105585,7/29/2018 14:45,EDT,1.53,P
USGS,1105585,7/29/2018 15:00,EDT,1.52,P
USGS,1105585,7/29/2018 15:15,EDT,1.46,P
USGS,1105585,7/29/2018 15:30,EDT,1.54,P
USGS,1105585,7/29/2018 15:45,EDT,1.52,P
USGS,1105585,7/29/2018 16:00,EDT,1.41,P
USGS,1105585,7/29/2018 16:15,EDT,1.47,P
USGS,1105585,7/29/2018 16:30,EDT,1.48,P
USGS,1105585,7/29/2018 16:45,EDT,1.47,P
USGS,1105585,7/29/2018 17:00,EDT,1.51,P
USGS,1105585,7/29/2018 17:15,EDT,1.45,P
USGS,1105585,7/29/2018 17:30,EDT,1.44,P
USGS,1105585,7/29/2018 17:45,EDT,1.46,P
USGS,1105585,7/29/2018 18:00,EDT,1.39,P
USGS,1105585,7/29/2018 18:15,EDT,1.43,P
USGS,1105585,7/29/2018 18:30,EDT,1.48,P
USGS,1105585,7/29/2018 18:45,EDT,1.44,P
USGS,1105585,7/29/2018 19:00,EDT,1.41,P
USGS,1105585,7/29/2018 19:15,EDT,1.45,P
USGS,1105585,7/29/2018 19:30,EDT,1.3,P
USGS,1105585,7/29/2018 19:45,EDT,1.36,P
USGS,1105585,7/29/2018 20:00,EDT,1.35,P
USGS,1105585,7/29/2018 20:15,EDT,1.32,P
USGS,1105585,7/29/2018 20:30,EDT,1.41,P
USGS,1105585,7/29/2018 20:45,EDT,1.39,P
USGS,1105585,7/29/2018 21:00,EDT,1.36,P
USGS,1105585,7/29/2018 21:15,EDT,1.35,P
USGS,1105585,7/29/2018 21:30,EDT,1.36,P
USGS,1105585,7/29/2018 21:45,EDT,1.38,P
USGS,1105585,7/29/2018 22:00,EDT,1.36,P
USGS,1105585,7/29/2018 22:15,EDT,1.35,P
USGS,1105585,7/29/2018 22:30,EDT,1.36,P
USGS,1105585,7/29/2018 22:45,EDT,1.33,P
USGS,1105585,7/29/2018 23:00,EDT,1.37,P
USGS,1105585,7/29/2018 23:15,EDT,1.33,P
USGS,1105585,7/29/2018 23:30,EDT,1.37,P
USGS,1105585,7/29/2018 23:45,EDT,1.37,P
USGS,1105585,7/30/2018 00:00,EDT,1.27,P
USGS,1105585,7/30/2018 00:15,EDT,1.22,P
USGS,1105585,7/30/2018 00:30,EDT,1.33,P
USGS,1105585,7/30/2018 00:45,EDT,1.35,P
USGS,1105585,7/30/2018 01:00,EDT,1.36,P
USGS,1105585,7/30/2018 01:15,EDT,1.29,P
USGS,1105585,7/30/2018 01:30,EDT,1.33,P
USGS,1105585,7/30/2018 01:45,EDT,1.32,P
USGS,1105585,7/30/2018 02:00,EDT,1.27,P
USGS,1105585,7/30/2018 02:15,EDT,1.28,P
USGS,1105585,7/30/2018 02:30,EDT,1.25,P
USGS,1105585,7/30/2018 02:45,EDT,1.28,P
USGS,1105585,7/30/2018 03:00,EDT,1.28,P
USGS,1105585,7/30/2018 03:15,EDT,1.28,P
USGS,1105585,7/30/2018 03:30,EDT,1.21,P
USGS,1105585,7/30/2018 03:45,EDT,1.29,P
USGS,1105585,7/30/2018 04:00,EDT,1.35,P
USGS,1105585,7/30/2018 04:15,EDT,1.36,P
USGS,1105585,7/30/2018 04:30,EDT,1.27,P
USGS,1105585,7/30/2018 04:45,EDT,1.2,P
USGS,1105585,7/30/2018 05:00,EDT,1.3,P
USGS,1105585,7/30/2018 05:15,EDT,1.22,P
USGS,1105585,7/30/2018 05:30,EDT,1.32,P
USGS,1105585,7/30/2018 05:45,EDT,1.3,P
USGS,1105585,7/30/2018 06:00,EDT,1.29,P
USGS,1105585,7/30/2018 06:15,EDT,1.28,P
USGS,1105585,7/30/2018 06:30,EDT,1.31,P
USGS,1105585,7/30/2018 06:45,EDT,1.33,P
USGS,1105585,7/30/2018 07:00,EDT,1.24,P
USGS,1105585,7/30/2018 07:15,EDT,1.3,P
USGS,1105585,7/30/2018 07:30,EDT,1.29,P
USGS,1105585,7/30/2018 07:45,EDT,1.29,P
USGS,1105585,7/30/2018 08:00,EDT,1.26,P
USGS,1105585,7/30/2018 08:15,EDT,1.25,P
USGS,1105585,7/30/2018 08:30,EDT,1.32,P
USGS,1105585,7/30/2018 08:45,EDT,1.3,P
USGS,1105585,7/30/2018 09:00,EDT,1.29,P
USGS,1105585,7/30/2018 09:15,EDT,1.4,P
USGS,1105585,7/30/2018 09:30,EDT,1.4,P
USGS,1105585,7/30/2018 09:45,EDT,1.43,P
USGS,1105585,7/30/2018 10:00,EDT,1.36,P
USGS,1105585,7/30/2018 10:15,EDT,1.33,P
USGS,1105585,7/30/2018 10:30,EDT,1.28,P
USGS,1105585,7/30/2018 10:45,EDT,1.28,P
USGS,1105585,7/30/2018 11:00,EDT,1.28,P
USGS,1105585,7/30/2018 11:15,EDT,1.28,P
USGS,1105585,7/30/2018 11:30,EDT,1.26,P
USGS,1105585,7/30/2018 11:45,EDT,1.24,P
USGS,1105585,7/30/2018 12:00,EDT,1.3,P
USGS,1105585,7/30/2018 12:15,EDT,1.26,P
USGS,1105585,7/30/2018 12:30,EDT,1.27,P
USGS,1105585,7/30/2018 12:45,EDT,1.26,P
USGS,1105585,7/30/2018 13:00,EDT,1.28,P
USGS,1105585,7/30/2018 13:15,EDT,1.3,P
USGS,1105585,7/30/2018 13:30,EDT,1.29,P
USGS,1105585,7/30/2018 13:45,EDT,1.29,P
USGS,1105585,7/30/2018 14:00,EDT,1.29,P
USGS,1105585,7/30/2018 14:15,EDT,1.28,P
USGS,1105585,7/30/2018 14:30,EDT,1.26,P
USGS,1105585,7/30/2018 14:45,EDT,1.29,P
USGS,1105585,7/30/2018 15:00,EDT,1.28,P
USGS,1105585,7/30/2018 15:15,EDT,1.31,P
USGS,1105585,7/30/2018 15:30,EDT,1.31,P
USGS,1105585,7/30/2018 15:45,EDT,1.33,P
USGS,1105585,7/30/2018 16:00,EDT,1.31,P
USGS,1105585,7/30/2018 16:15,EDT,1.3,P
USGS,1105585,7/30/2018 16:30,EDT,1.26,P
USGS,1105585,7/30/2018 16:45,EDT,1.26,P
USGS,1105585,7/30/2018 17:00,EDT,1.25,P
USGS,1105585,7/30/2018 17:15,EDT,1.27,P
USGS,1105585,7/30/2018 17:30,EDT,1.24,P
USGS,1105585,7/30/2018 17:45,EDT,1.22,P
USGS,1105585,7/30/2018 18:00,EDT,1.24,P
USGS,1105585,7/30/2018 18:15,EDT,1.31,P
USGS,1105585,7/30/2018 18:30,EDT,1.21,P
USGS,1105585,7/30/2018 18:45,EDT,1.21,P
USGS,1105585,7/30/2018 19:00,EDT,1.25,P
USGS,1105585,7/30/2018 19:15,EDT,1.21,P
USGS,1105585,7/30/2018 19:30,EDT,1.26,P
USGS,1105585,7/30/2018 19:45,EDT,1.19,P
USGS,1105585,7/30/2018 20:00,EDT,1.19,P
USGS,1105585,7/30/2018 20:15,EDT,1.26,P
USGS,1105585,7/30/2018 20:30,EDT,1.22,P
USGS,1105585,7/30/2018 20:45,EDT,1.19,P
USGS,1105585,7/30/2018 21:00,EDT,1.2,P
USGS,1105585,7/30/2018 21:15,EDT,1.19,P
USGS,1105585,7/30/2018 21:30,EDT,1.22,P
USGS,1105585,7/30/2018 21:45,EDT,1.19,P
USGS,1105585,7/30/2018 22:00,EDT,1.19,P
USGS,1105585,7/30/2018 22:15,EDT,1.21,P
USGS,1105585,7/30/2018 22:30,EDT,1.2,P
USGS,1105585,7/30/2018 22:45,EDT,1.22,P
USGS,1105585,7/30/2018 23:00,EDT,1.18,P
USGS,1105585,7/30/2018 23:15,EDT,1.17,P
USGS,1105585,7/30/2018 23:30,EDT,1.19,P
USGS,1105585,7/30/2018 23:45,EDT,1.19,P
USGS,1105585,7/31/2018 00:00,EDT,1.18,P
USGS,1105585,7/31/2018 00:15,EDT,1.21,P
USGS,1105585,7/31/2018 00:30,EDT,1.12,P
USGS,1105585,7/31/2018 00:45,EDT,1.2,P
USGS,1105585,7/31/2018 01:00,EDT,1.18,P
USGS,1105585,7/31/2018 01:15,EDT,1.18,P
USGS,1105585,7/31/2018 01:30,EDT,1.2,P
USGS,1105585,7/31/2018 01:45,EDT,1.15,P
USGS,1105585,7/31/2018 02:00,EDT,1.2,P
USGS,1105585,7/31/2018 02:15,EDT,1.16,P
USGS,1105585,7/31/2018 02:30,EDT,1.18,P
USGS,1105585,7/31/2018 02:45,EDT,1.08,P
USGS,1105585,7/31/2018 03:00,EDT,1.15,P
USGS,1105585,7/31/2018 03:15,EDT,1.18,P
USGS,1105585,7/31/2018 03:30,EDT,1.18,P
USGS,1105585,7/31/2018 03:45,EDT,1.2,P
USGS,1105585,7/31/2018 04:00,EDT,1.19,P
USGS,1105585,7/31/2018 04:15,EDT,1.18,P
USGS,1105585,7/31/2018 04:30,EDT,1.19,P
USGS,1105585,7/31/2018 04:45,EDT,1.2,P
USGS,1105585,7/31/2018 05:00,EDT,1.22,P
USGS,1105585,7/31/2018 05:15,EDT,1.18,P
USGS,1105585,7/31/2018 05:30,EDT,1.19,P
USGS,1105585,7/31/2018 05:45,EDT,1.18,P
USGS,1105585,7/31/2018 06:00,EDT,1.2,P
USGS,1105585,7/31/2018 06:15,EDT,1.2,P
USGS,1105585,7/31/2018 06:30,EDT,1.21,P
USGS,1105585,7/31/2018 06:45,EDT,1.21,P
USGS,1105585,7/31/2018 07:00,EDT,1.2,P
USGS,1105585,7/31/2018 07:15,EDT,1.21,P
USGS,1105585,7/31/2018 07:30,EDT,1.17,P
USGS,1105585,7/31/2018 07:45,EDT,1.19,P
USGS,1105585,7/31/2018 08:00,EDT,1.19,P
USGS,1105585,7/31/2018 08:15,EDT,1.25,P
USGS,1105585,7/31/2018 08:30,EDT,1.3,P
USGS,1105585,7/31/2018 08:45,EDT,1.32,P
USGS,1105585,7/31/2018 09:00,EDT,1.36,P
USGS,1105585,7/31/2018 09:15,EDT,1.37,P
USGS,1105585,7/31/2018 09:30,EDT,1.37,P
USGS,1105585,7/31/2018 09:45,EDT,1.37,P
USGS,1105585,7/31/2018 10:00,EDT,1.39,P
USGS,1105585,7/31/2018 10:15,EDT,1.38,P
USGS,1105585,7/31/2018 10:30,EDT,1.38,P
USGS,1105585,7/31/2018 10:45,EDT,1.35,P
USGS,1105585,7/31/2018 11:00,EDT,1.35,P
USGS,1105585,7/31/2018 11:15,EDT,1.35,P
USGS,1105585,7/31/2018 11:30,EDT,1.33,P
USGS,1105585,7/31/2018 11:45,EDT,1.31,P
USGS,1105585,7/31/2018 12:00,EDT,1.35,P
USGS,1105585,7/31/2018 12:15,EDT,1.33,P
USGS,1105585,7/31/2018 12:30,EDT,1.35,P
USGS,1105585,7/31/2018 12:45,EDT,1.32,P
USGS,1105585,7/31/2018 13:00,EDT,1.35,P
USGS,1105585,7/31/2018 13:15,EDT,1.31,P
USGS,1105585,7/31/2018 13:30,EDT,1.32,P
USGS,1105585,7/31/2018 13:45,EDT,1.32,P
USGS,1105585,7/31/2018 14:00,EDT,1.3,P
USGS,1105585,7/31/2018 14:15,EDT,1.33,P
USGS,1105585,7/31/2018 14:30,EDT,1.32,P
USGS,1105585,7/31/2018 14:45,EDT,1.3,P
USGS,1105585,7/31/2018 15:00,EDT,1.28,P
USGS,1105585,7/31/2018 15:15,EDT,1.26,P
USGS,1105585,7/31/2018 15:30,EDT,1.27,P
USGS,1105585,7/31/2018 15:45,EDT,1.28,P
USGS,1105585,7/31/2018 16:00,EDT,1.27,P
USGS,1105585,7/31/2018 16:15,EDT,1.27,P
USGS,1105585,7/31/2018 16:30,EDT,1.28,P
USGS,1105585,7/31/2018 16:45,EDT,1.24,P
USGS,1105585,7/31/2018 17:00,EDT,1.28,P
USGS,1105585,7/31/2018 17:15,EDT,1.27,P
USGS,1105585,7/31/2018 17:30,EDT,1.26,P
USGS,1105585,7/31/2018 17:45,EDT,1.26,P
USGS,1105585,7/31/2018 18:00,EDT,1.24,P
USGS,1105585,7/31/2018 18:15,EDT,1.26,P
USGS,1105585,7/31/2018 18:30,EDT,1.26,P
USGS,1105585,7/31/2018 18:45,EDT,1.26,P
USGS,1105585,7/31/2018 19:00,EDT,1.24,P
USGS,1105585,7/31/2018 19:15,EDT,1.22,P
USGS,1105585,7/31/2018 19:30,EDT,1.25,P
USGS,1105585,7/31/2018 19:45,EDT,1.22,P
USGS,1105585,7/31/2018 20:00,EDT,1.21,P
USGS,1105585,7/31/2018 20:15,EDT,1.21,P
USGS,1105585,7/31/2018 20:30,EDT,1.21,P
USGS,1105585,7/31/2018 20:45,EDT,1.21,P
USGS,1105585,7/31/2018 21:00,EDT,1.19,P
USGS,1105585,7/31/2018 21:15,EDT,1.22,P
USGS,1105585,7/31/2018 21:30,EDT,1.21,P
USGS,1105585,7/31/2018 21:45,EDT,1.19,P
USGS,1105585,7/31/2018 22:00,EDT,1.19,P
USGS,1105585,7/31/2018 22:15,EDT,1.17,P
USGS,1105585,7/31/2018 22:30,EDT,1.18,P
USGS,1105585,7/31/2018 22:45,EDT,1.18,P
USGS,1105585,7/31/2018 23:00,EDT,1.16,P
USGS,1105585,7/31/2018 23:15,EDT,1.16,P
USGS,1105585,7/31/2018 23:30,EDT,1.17,P
USGS,1105585,7/31/2018 23:45,EDT,1.16,P
USGS,1105585,8/1/2018 00:00,EDT,1.16,P
USGS,1105585,8/1/2018 00:15,EDT,1.16,P
USGS,1105585,8/1/2018 00:30,EDT,1.18,P
USGS,1105585,8/1/2018 00:45,EDT,1.15,P
USGS,1105585,8/1/2018 01:00,EDT,1.17,P
USGS,1105585,8/1/2018 01:15,EDT,1.15,P
USGS,1105585,8/1/2018 01:30,EDT,1.17,P
USGS,1105585,8/1/2018 01:45,EDT,1.16,P
USGS,1105585,8/1/2018 02:00,EDT,1.14,P
USGS,1105585,8/1/2018 02:15,EDT,1.16,P
USGS,1105585,8/1/2018 02:30,EDT,1.15,P
USGS,1105585,8/1/2018 02:45,EDT,1.16,P
USGS,1105585,8/1/2018 03:00,EDT,1.16,P
USGS,1105585,8/1/2018 03:15,EDT,1.18,P
USGS,1105585,8/1/2018 03:30,EDT,1.18,P
USGS,1105585,8/1/2018 03:45,EDT,1.17,P
USGS,1105585,8/1/2018 04:00,EDT,1.17,P
USGS,1105585,8/1/2018 04:15,EDT,1.17,P
USGS,1105585,8/1/2018 04:30,EDT,1.18,P
USGS,1105585,8/1/2018 04:45,EDT,1.17,P
USGS,1105585,8/1/2018 05:00,EDT,1.17,P
USGS,1105585,8/1/2018 05:15,EDT,1.15,P
USGS,1105585,8/1/2018 05:30,EDT,1.18,P
USGS,1105585,8/1/2018 05:45,EDT,1.18,P
USGS,1105585,8/1/2018 06:00,EDT,1.19,P
USGS,1105585,8/1/2018 06:15,EDT,1.18,P
USGS,1105585,8/1/2018 06:30,EDT,1.18,P
USGS,1105585,8/1/2018 06:45,EDT,1.17,P
USGS,1105585,8/1/2018 07:00,EDT,1.16,P
USGS,1105585,8/1/2018 07:15,EDT,1.1,P
USGS,1105585,8/1/2018 07:30,EDT,1.14,P
USGS,1105585,8/1/2018 07:45,EDT,1.14,P
USGS,1105585,8/1/2018 08:00,EDT,1.01,P
USGS,1105585,8/1/2018 08:15,EDT,0.98,P
USGS,1105585,8/1/2018 08:30,EDT,1.01,P
USGS,1105585,8/1/2018 08:45,EDT,0.98,P
USGS,1105585,8/1/2018 09:00,EDT,0.99,P
USGS,1105585,8/1/2018 09:15,EDT,0.99,P
USGS,1105585,8/1/2018 09:30,EDT,0.98,P
USGS,1105585,8/1/2018 09:45,EDT,0.99,P
USGS,1105585,8/1/2018 10:00,EDT,1,P
USGS,1105585,8/1/2018 10:15,EDT,1.01,P
USGS,1105585,8/1/2018 10:30,EDT,1.01,P
USGS,1105585,8/1/2018 10:45,EDT,1.13,P
USGS,1105585,8/1/2018 11:00,EDT,1.24,P
USGS,1105585,8/1/2018 11:15,EDT,1.22,P
USGS,1105585,8/1/2018 11:30,EDT,1.24,P
USGS,1105585,8/1/2018 11:45,EDT,1.24,P
USGS,1105585,8/1/2018 12:00,EDT,1.24,P
USGS,1105585,8/1/2018 12:15,EDT,1.24,P
USGS,1105585,8/1/2018 12:30,EDT,1.25,P
USGS,1105585,8/1/2018 12:45,EDT,1.26,P
USGS,1105585,8/1/2018 13:00,EDT,1.27,P
USGS,1105585,8/1/2018 13:15,EDT,1.2,P
USGS,1105585,8/1/2018 13:30,EDT,1.27,P
USGS,1105585,8/1/2018 13:45,EDT,1.26,P
USGS,1105585,8/1/2018 14:00,EDT,1.26,P
USGS,1105585,8/1/2018 14:15,EDT,1.27,P
USGS,1105585,8/1/2018 14:30,EDT,1.27,P
USGS,1105585,8/1/2018 14:45,EDT,1.29,P
USGS,1105585,8/1/2018 15:00,EDT,1.28,P
USGS,1105585,8/1/2018 15:15,EDT,1.28,P
USGS,1105585,8/1/2018 15:30,EDT,1.28,P
USGS,1105585,8/1/2018 15:45,EDT,1.29,P
USGS,1105585,8/1/2018 16:00,EDT,1.3,P
USGS,1105585,8/1/2018 16:15,EDT,1.31,P
USGS,1105585,8/1/2018 16:30,EDT,1.32,P
USGS,1105585,8/1/2018 16:45,EDT,1.3,P
USGS,1105585,8/1/2018 17:00,EDT,1.29,P
USGS,1105585,8/1/2018 17:15,EDT,1.29,P
USGS,1105585,8/1/2018 17:30,EDT,1.26,P
USGS,1105585,8/1/2018 17:45,EDT,1.29,P
USGS,1105585,8/1/2018 18:00,EDT,1.3,P
USGS,1105585,8/1/2018 18:15,EDT,1.3,P
USGS,1105585,8/1/2018 18:30,EDT,1.3,P
USGS,1105585,8/1/2018 18:45,EDT,1.3,P
USGS,1105585,8/1/2018 19:00,EDT,1.29,P
USGS,1105585,8/1/2018 19:15,EDT,1.26,P
USGS,1105585,8/1/2018 19:30,EDT,1.13,P
USGS,1105585,8/1/2018 19:45,EDT,1.2,P
USGS,1105585,8/1/2018 20:00,EDT,1.27,P
USGS,1105585,8/1/2018 20:15,EDT,1.26,P
USGS,1105585,8/1/2018 20:30,EDT,1.29,P
USGS,1105585,8/1/2018 20:45,EDT,1.27,P
USGS,1105585,8/1/2018 21:00,EDT,1.27,P
USGS,1105585,8/1/2018 21:15,EDT,1.26,P
USGS,1105585,8/1/2018 21:30,EDT,1.16,P
USGS,1105585,8/1/2018 21:45,EDT,1.15,P
USGS,1105585,8/1/2018 22:00,EDT,1.27,P
USGS,1105585,8/1/2018 22:15,EDT,1.27,P
USGS,1105585,8/1/2018 22:30,EDT,1.26,P
USGS,1105585,8/1/2018 22:45,EDT,1.28,P
USGS,1105585,8/1/2018 23:00,EDT,1.28,P
USGS,1105585,8/1/2018 23:15,EDT,1.28,P
USGS,1105585,8/1/2018 23:30,EDT,1.21,P
USGS,1105585,8/1/2018 23:45,EDT,1.13,P
USGS,1105585,8/2/2018 00:00,EDT,1.28,P
USGS,1105585,8/2/2018 00:15,EDT,1.28,P
USGS,1105585,8/2/2018 00:30,EDT,1.29,P
USGS,1105585,8/2/2018 00:45,EDT,1.28,P
USGS,1105585,8/2/2018 01:00,EDT,1.28,P
USGS,1105585,8/2/2018 01:15,EDT,1.29,P
USGS,1105585,8/2/2018 01:30,EDT,1.26,P
USGS,1105585,8/2/2018 01:45,EDT,1.14,P
USGS,1105585,8/2/2018 02:00,EDT,1.2,P
USGS,1105585,8/2/2018 02:15,EDT,1.26,P
USGS,1105585,8/2/2018 02:30,EDT,1.26,P
USGS,1105585,8/2/2018 02:45,EDT,1.28,P
USGS,1105585,8/2/2018 03:00,EDT,1.28,P
USGS,1105585,8/2/2018 03:15,EDT,1.29,P
USGS,1105585,8/2/2018 03:30,EDT,1.27,P
USGS,1105585,8/2/2018 03:45,EDT,1.17,P
USGS,1105585,8/2/2018 04:00,EDT,1.1,P
USGS,1105585,8/2/2018 04:15,EDT,1.25,P
USGS,1105585,8/2/2018 04:30,EDT,1.27,P
USGS,1105585,8/2/2018 04:45,EDT,1.27,P
