agency_cd,site_no,datetime,tz_cd,Gage Height,66227_00065_cd,Discharge,66228_00060_cd
USGS,1105585,10/31/2018 00:00,EDT,2.1,P,12,P
USGS,1105585,10/31/2018 00:15,EDT,2.1,P,11.9,P
USGS,1105585,10/31/2018 00:30,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 00:45,EDT,2.1,P,12.2,P
USGS,1105585,10/31/2018 01:00,EDT,2.11,P,12.4,P
USGS,1105585,10/31/2018 01:15,EDT,2.09,P,11.9,P
USGS,1105585,10/31/2018 01:30,EDT,2.1,P,11.9,P
USGS,1105585,10/31/2018 01:45,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 02:00,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 02:15,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 02:30,EDT,2.12,P,12.6,P
USGS,1105585,10/31/2018 02:45,EDT,2.09,P,11.9,P
USGS,1105585,10/31/2018 03:00,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 03:15,EDT,2.09,P,11.7,P
USGS,1105585,10/31/2018 03:30,EDT,2.09,P,11.7,P
USGS,1105585,10/31/2018 03:45,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 04:00,EDT,2.09,P,11.7,P
USGS,1105585,10/31/2018 04:15,EDT,2.11,P,12.4,P
USGS,1105585,10/31/2018 04:30,EDT,2.09,P,11.9,P
USGS,1105585,10/31/2018 04:45,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 05:00,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 05:15,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 05:30,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 05:45,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 06:00,EDT,2.1,P,12,P
USGS,1105585,10/31/2018 06:15,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 06:30,EDT,2.09,P,11.7,P
USGS,1105585,10/31/2018 06:45,EDT,2.09,P,11.7,P
USGS,1105585,10/31/2018 07:00,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 07:15,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 07:30,EDT,2.11,P,12.3,P
USGS,1105585,10/31/2018 07:45,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 08:00,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 08:15,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 08:30,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 08:45,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 09:00,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 09:15,EDT,2.1,P,12.2,P
USGS,1105585,10/31/2018 09:30,EDT,2.08,P,11.3,P
USGS,1105585,10/31/2018 09:45,EDT,2.07,P,11.3,P
USGS,1105585,10/31/2018 10:00,EDT,2.07,P,11.1,P
USGS,1105585,10/31/2018 10:15,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 10:30,EDT,2.07,P,11.3,P
USGS,1105585,10/31/2018 10:45,EDT,2.1,P,12.2,P
USGS,1105585,10/31/2018 11:00,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 11:15,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 11:30,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 11:45,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 12:00,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 12:15,EDT,2.11,P,12.5,P
USGS,1105585,10/31/2018 12:30,EDT,2.1,P,12,P
USGS,1105585,10/31/2018 12:45,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 13:00,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 13:15,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 13:30,EDT,2.07,P,11.3,P
USGS,1105585,10/31/2018 13:45,EDT,2.09,P,11.7,P
USGS,1105585,10/31/2018 14:00,EDT,2.12,P,12.6,P
USGS,1105585,10/31/2018 14:15,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 14:30,EDT,2.09,P,11.7,P
USGS,1105585,10/31/2018 14:45,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 15:00,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 15:15,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 15:30,EDT,2.07,P,11.3,P
USGS,1105585,10/31/2018 15:45,EDT,2.09,P,11.9,P
USGS,1105585,10/31/2018 16:00,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 16:15,EDT,2.08,P,11.3,P
USGS,1105585,10/31/2018 16:30,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 16:45,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 17:00,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 17:15,EDT,2.1,P,12.2,P
USGS,1105585,10/31/2018 17:30,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 17:45,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 18:00,EDT,2.06,P,11.1,P
USGS,1105585,10/31/2018 18:15,EDT,2.06,P,11,P
USGS,1105585,10/31/2018 18:30,EDT,2.07,P,11.1,P
USGS,1105585,10/31/2018 18:45,EDT,2.06,P,11,P
USGS,1105585,10/31/2018 19:00,EDT,2.11,P,12.3,P
USGS,1105585,10/31/2018 19:15,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 19:30,EDT,2.07,P,11.3,P
USGS,1105585,10/31/2018 19:45,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 20:00,EDT,2.07,P,11.3,P
USGS,1105585,10/31/2018 20:15,EDT,2.08,P,11.4,P
USGS,1105585,10/31/2018 20:30,EDT,2.07,P,11.1,P
USGS,1105585,10/31/2018 20:45,EDT,2.09,P,11.8,P
USGS,1105585,10/31/2018 21:00,EDT,2.08,P,11.5,P
USGS,1105585,10/31/2018 21:15,EDT,2.07,P,11.1,P
USGS,1105585,10/31/2018 21:30,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 21:45,EDT,2.07,P,11.1,P
USGS,1105585,10/31/2018 22:00,EDT,2.06,P,10.8,P
USGS,1105585,10/31/2018 22:15,EDT,2.06,P,11,P
USGS,1105585,10/31/2018 22:30,EDT,2.08,P,11.6,P
USGS,1105585,10/31/2018 22:45,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 23:00,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 23:15,EDT,2.07,P,11.3,P
USGS,1105585,10/31/2018 23:30,EDT,2.07,P,11.2,P
USGS,1105585,10/31/2018 23:45,EDT,2.06,P,11.1,P
USGS,1105585,11/1/2018 00:00,EDT,2.08,P,11.4,P
USGS,1105585,11/1/2018 00:15,EDT,2.08,P,11.5,P
USGS,1105585,11/1/2018 00:30,EDT,2.07,P,11.1,P
USGS,1105585,11/1/2018 00:45,EDT,2.07,P,11.3,P
USGS,1105585,11/1/2018 01:00,EDT,2.07,P,11.3,P
USGS,1105585,11/1/2018 01:15,EDT,2.08,P,11.4,P
USGS,1105585,11/1/2018 01:30,EDT,2.08,P,11.3,P
USGS,1105585,11/1/2018 01:45,EDT,2.11,P,12.3,P
USGS,1105585,11/1/2018 02:00,EDT,2.08,P,11.5,P
USGS,1105585,11/1/2018 02:15,EDT,2.07,P,11.1,P
USGS,1105585,11/1/2018 02:30,EDT,2.07,P,11.3,P
USGS,1105585,11/1/2018 02:45,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 03:00,EDT,2.06,P,11,P
USGS,1105585,11/1/2018 03:15,EDT,2.06,P,10.9,P
USGS,1105585,11/1/2018 03:30,EDT,2.1,P,12.1,P
USGS,1105585,11/1/2018 03:45,EDT,2.06,P,11.1,P
USGS,1105585,11/1/2018 04:00,EDT,2.06,P,11,P
USGS,1105585,11/1/2018 04:15,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 04:30,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 04:45,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 05:00,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 05:15,EDT,2.08,P,11.6,P
USGS,1105585,11/1/2018 05:30,EDT,2.07,P,11.2,P
USGS,1105585,11/1/2018 05:45,EDT,2.07,P,11.1,P
USGS,1105585,11/1/2018 06:00,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 06:15,EDT,2.06,P,11,P
USGS,1105585,11/1/2018 06:30,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 06:45,EDT,2.06,P,10.9,P
USGS,1105585,11/1/2018 07:00,EDT,2.08,P,11.5,P
USGS,1105585,11/1/2018 07:15,EDT,2.06,P,10.9,P
USGS,1105585,11/1/2018 07:30,EDT,2.06,P,11.1,P
USGS,1105585,11/1/2018 07:45,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 08:00,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 08:15,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 08:30,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 08:45,EDT,2.08,P,11.5,P
USGS,1105585,11/1/2018 09:00,EDT,2.06,P,11,P
USGS,1105585,11/1/2018 09:15,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 09:30,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 09:45,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 10:00,EDT,2.04,P,10.5,P
USGS,1105585,11/1/2018 10:15,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 10:30,EDT,2.08,P,11.5,P
USGS,1105585,11/1/2018 10:45,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 11:00,EDT,2.04,P,10.5,P
USGS,1105585,11/1/2018 11:15,EDT,2.04,P,10.5,P
USGS,1105585,11/1/2018 11:30,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 11:45,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 12:00,EDT,2.07,P,11.1,P
USGS,1105585,11/1/2018 12:15,EDT,2.06,P,11,P
USGS,1105585,11/1/2018 12:30,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 12:45,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 13:00,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 13:15,EDT,2.05,P,10.5,P
USGS,1105585,11/1/2018 13:30,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 13:45,EDT,2.09,P,11.8,P
USGS,1105585,11/1/2018 14:00,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 14:15,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 14:30,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 14:45,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 15:00,EDT,2.06,P,10.8,P
USGS,1105585,11/1/2018 15:15,EDT,2.04,P,10.5,P
USGS,1105585,11/1/2018 15:30,EDT,2.07,P,11.2,P
USGS,1105585,11/1/2018 15:45,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 16:00,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 16:15,EDT,2.03,P,10.1,P
USGS,1105585,11/1/2018 16:30,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 16:45,EDT,2.05,P,10.5,P
USGS,1105585,11/1/2018 17:00,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 17:15,EDT,2.06,P,11,P
USGS,1105585,11/1/2018 17:30,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 17:45,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 18:00,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 18:15,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 18:30,EDT,2.04,P,10.2,P
USGS,1105585,11/1/2018 18:45,EDT,2.04,P,10.2,P
USGS,1105585,11/1/2018 19:00,EDT,2.06,P,10.9,P
USGS,1105585,11/1/2018 19:15,EDT,2.03,P,10.1,P
USGS,1105585,11/1/2018 19:30,EDT,2.04,P,10.3,P
USGS,1105585,11/1/2018 19:45,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 20:00,EDT,2.04,P,10.3,P
USGS,1105585,11/1/2018 20:15,EDT,2.04,P,10.3,P
USGS,1105585,11/1/2018 20:30,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 20:45,EDT,2.05,P,10.7,P
USGS,1105585,11/1/2018 21:00,EDT,2.04,P,10.2,P
USGS,1105585,11/1/2018 21:15,EDT,2.04,P,10.4,P
USGS,1105585,11/1/2018 21:30,EDT,2.02,P,9.91,P
USGS,1105585,11/1/2018 21:45,EDT,2.02,P,9.8,P
USGS,1105585,11/1/2018 22:00,EDT,2.03,P,9.99,P
USGS,1105585,11/1/2018 22:15,EDT,2.06,P,10.9,P
USGS,1105585,11/1/2018 22:30,EDT,2.05,P,10.6,P
USGS,1105585,11/1/2018 22:45,EDT,2.04,P,10.3,P
USGS,1105585,11/1/2018 23:00,EDT,2.04,P,10.3,P
USGS,1105585,11/1/2018 23:15,EDT,2.03,P,10.1,P
USGS,1105585,11/1/2018 23:30,EDT,2.03,P,9.94,P
USGS,1105585,11/1/2018 23:45,EDT,2.03,P,10,P
USGS,1105585,11/2/2018 00:00,EDT,2.07,P,11.1,P
USGS,1105585,11/2/2018 00:15,EDT,2.05,P,10.7,P
USGS,1105585,11/2/2018 00:30,EDT,2.03,P,10.1,P
USGS,1105585,11/2/2018 00:45,EDT,2.03,P,9.99,P
USGS,1105585,11/2/2018 01:00,EDT,2.03,P,10,P
USGS,1105585,11/2/2018 01:15,EDT,2.03,P,10.1,P
USGS,1105585,11/2/2018 01:30,EDT,2.03,P,10.1,P
USGS,1105585,11/2/2018 01:45,EDT,2.05,P,10.7,P
USGS,1105585,11/2/2018 02:00,EDT,2.04,P,10.2,P
USGS,1105585,11/2/2018 02:15,EDT,2.04,P,10.2,P
USGS,1105585,11/2/2018 02:30,EDT,2.04,P,10.2,P
USGS,1105585,11/2/2018 02:45,EDT,2.02,P,9.91,P
USGS,1105585,11/2/2018 03:00,EDT,2.03,P,10.1,P
USGS,1105585,11/2/2018 03:15,EDT,2.05,P,10.6,P
USGS,1105585,11/2/2018 03:30,EDT,2.05,P,10.6,P
USGS,1105585,11/2/2018 03:45,EDT,2.04,P,10.3,P
USGS,1105585,11/2/2018 04:00,EDT,2.03,P,10,P
USGS,1105585,11/2/2018 04:15,EDT,2.03,P,9.99,P
USGS,1105585,11/2/2018 04:30,EDT,2.03,P,9.96,P
USGS,1105585,11/2/2018 04:45,EDT,2.03,P,9.96,P
USGS,1105585,11/2/2018 05:00,EDT,2.07,P,11.3,P
USGS,1105585,11/2/2018 05:15,EDT,2.06,P,10.8,P
USGS,1105585,11/2/2018 05:30,EDT,2.23,P,16.4,P
USGS,1105585,11/2/2018 05:45,EDT,2.33,P,19.7,P
USGS,1105585,11/2/2018 06:00,EDT,2.33,P,19.7,P
USGS,1105585,11/2/2018 06:15,EDT,2.32,P,19.5,P
USGS,1105585,11/2/2018 06:30,EDT,2.26,P,17.2,P
USGS,1105585,11/2/2018 06:45,EDT,2.23,P,16.1,P
USGS,1105585,11/2/2018 07:00,EDT,2.16,P,13.8,P
USGS,1105585,11/2/2018 07:15,EDT,2.16,P,13.8,P
USGS,1105585,11/2/2018 07:30,EDT,2.15,P,13.6,P
USGS,1105585,11/2/2018 07:45,EDT,2.15,P,13.7,P
USGS,1105585,11/2/2018 08:00,EDT,2.16,P,13.8,P
USGS,1105585,11/2/2018 08:15,EDT,2.18,P,14.6,P
USGS,1105585,11/2/2018 08:30,EDT,2.18,P,14.6,P
USGS,1105585,11/2/2018 08:45,EDT,2.16,P,14,P
USGS,1105585,11/2/2018 09:00,EDT,2.16,P,14,P
USGS,1105585,11/2/2018 09:15,EDT,2.14,P,13.3,P
USGS,1105585,11/2/2018 09:30,EDT,2.19,P,14.9,P
USGS,1105585,11/2/2018 09:45,EDT,2.14,P,13.3,P
USGS,1105585,11/2/2018 10:00,EDT,2.17,P,14.1,P
USGS,1105585,11/2/2018 10:15,EDT,2.14,P,13.3,P
USGS,1105585,11/2/2018 10:30,EDT,2.14,P,13.2,P
USGS,1105585,11/2/2018 10:45,EDT,2.12,P,12.6,P
USGS,1105585,11/2/2018 11:00,EDT,2.1,P,12.2,P
USGS,1105585,11/2/2018 11:15,EDT,2.11,P,12.3,P
USGS,1105585,11/2/2018 11:30,EDT,2.12,P,12.6,P
USGS,1105585,11/2/2018 11:45,EDT,2.21,P,15.6,P
USGS,1105585,11/2/2018 12:00,EDT,2.28,P,18.1,P
USGS,1105585,11/2/2018 12:15,EDT,2.26,P,17.1,P
USGS,1105585,11/2/2018 12:30,EDT,2.23,P,16.2,P
USGS,1105585,11/2/2018 12:45,EDT,2.19,P,15,P
USGS,1105585,11/2/2018 13:00,EDT,2.15,P,13.6,P
USGS,1105585,11/2/2018 13:15,EDT,2.15,P,13.6,P
USGS,1105585,11/2/2018 13:30,EDT,2.14,P,13.2,P
USGS,1105585,11/2/2018 13:45,EDT,2.11,P,12.5,P
USGS,1105585,11/2/2018 14:00,EDT,2.11,P,12.4,P
USGS,1105585,11/2/2018 14:15,EDT,2.12,P,12.6,P
USGS,1105585,11/2/2018 14:30,EDT,2.11,P,12.3,P
USGS,1105585,11/2/2018 14:45,EDT,2.11,P,12.4,P
USGS,1105585,11/2/2018 15:00,EDT,2.13,P,13.1,P
USGS,1105585,11/2/2018 15:15,EDT,2.11,P,12.4,P
USGS,1105585,11/2/2018 15:30,EDT,2.11,P,12.3,P
USGS,1105585,11/2/2018 15:45,EDT,2.11,P,12.4,P
USGS,1105585,11/2/2018 16:00,EDT,2.12,P,12.7,P
USGS,1105585,11/2/2018 16:15,EDT,2.11,P,12.5,P
USGS,1105585,11/2/2018 16:30,EDT,2.09,P,11.9,P
USGS,1105585,11/2/2018 16:45,EDT,2.09,P,11.9,P
USGS,1105585,11/2/2018 17:00,EDT,2.13,P,12.9,P
USGS,1105585,11/2/2018 17:15,EDT,2.1,P,12.2,P
USGS,1105585,11/2/2018 17:30,EDT,2.1,P,12,P
USGS,1105585,11/2/2018 17:45,EDT,2.09,P,11.8,P
USGS,1105585,11/2/2018 18:00,EDT,2.11,P,12.3,P
USGS,1105585,11/2/2018 18:15,EDT,2.11,P,12.4,P
USGS,1105585,11/2/2018 18:30,EDT,2.09,P,11.9,P
USGS,1105585,11/2/2018 18:45,EDT,2.09,P,11.7,P
USGS,1105585,11/2/2018 19:00,EDT,2.1,P,12.1,P
USGS,1105585,11/2/2018 19:15,EDT,2.1,P,12.2,P
USGS,1105585,11/2/2018 19:30,EDT,2.09,P,11.9,P
USGS,1105585,11/2/2018 19:45,EDT,2.1,P,12,P
USGS,1105585,11/2/2018 20:00,EDT,2.09,P,11.7,P
USGS,1105585,11/2/2018 20:15,EDT,2.1,P,12.1,P
USGS,1105585,11/2/2018 20:30,EDT,2.09,P,11.9,P
USGS,1105585,11/2/2018 20:45,EDT,2.08,P,11.4,P
USGS,1105585,11/2/2018 21:00,EDT,2.07,P,11.3,P
USGS,1105585,11/2/2018 21:15,EDT,2.1,P,12.2,P
USGS,1105585,11/2/2018 21:30,EDT,2.07,P,11.2,P
USGS,1105585,11/2/2018 21:45,EDT,2.07,P,11.2,P
USGS,1105585,11/2/2018 22:00,EDT,2.07,P,11.3,P
USGS,1105585,11/2/2018 22:15,EDT,2.08,P,11.6,P
USGS,1105585,11/2/2018 22:30,EDT,2.09,P,11.7,P
USGS,1105585,11/2/2018 22:45,EDT,2.08,P,11.5,P
USGS,1105585,11/2/2018 23:00,EDT,2.07,P,11.1,P
USGS,1105585,11/2/2018 23:15,EDT,2.09,P,11.7,P
USGS,1105585,11/2/2018 23:30,EDT,2.07,P,11.2,P
USGS,1105585,11/2/2018 23:45,EDT,2.16,P,14,P
USGS,1105585,11/3/2018 00:00,EDT,3.33,P,69.1,P
USGS,1105585,11/3/2018 00:15,EDT,3.4,P,73.4,P
USGS,1105585,11/3/2018 00:30,EDT,3.02,P,51.3,P
USGS,1105585,11/3/2018 00:45,EDT,2.72,P,35.9,P
USGS,1105585,11/3/2018 01:00,EDT,2.5,P,26.6,P
USGS,1105585,11/3/2018 01:15,EDT,2.42,P,23.1,P
USGS,1105585,11/3/2018 01:30,EDT,2.4,P,22.4,P
USGS,1105585,11/3/2018 01:45,EDT,2.4,P,22.3,P
USGS,1105585,11/3/2018 02:00,EDT,2.4,P,22.2,P
USGS,1105585,11/3/2018 02:15,EDT,2.39,P,22.2,P
USGS,1105585,11/3/2018 02:30,EDT,2.4,P,22.4,P
USGS,1105585,11/3/2018 02:45,EDT,2.38,P,21.6,P
USGS,1105585,11/3/2018 03:00,EDT,2.33,P,19.9,P
USGS,1105585,11/3/2018 03:15,EDT,2.36,P,20.8,P
USGS,1105585,11/3/2018 03:30,EDT,2.35,P,20.5,P
USGS,1105585,11/3/2018 03:45,EDT,2.34,P,20.2,P
USGS,1105585,11/3/2018 04:00,EDT,2.35,P,20.4,P
USGS,1105585,11/3/2018 04:15,EDT,2.49,P,26,P
USGS,1105585,11/3/2018 04:30,EDT,2.56,P,28.9,P
USGS,1105585,11/3/2018 04:45,EDT,2.63,P,32.1,P
USGS,1105585,11/3/2018 05:00,EDT,2.62,P,31.4,P
USGS,1105585,11/3/2018 05:15,EDT,2.52,P,27.5,P
USGS,1105585,11/3/2018 05:30,EDT,2.47,P,25.3,P
USGS,1105585,11/3/2018 05:45,EDT,2.56,P,28.7,P
USGS,1105585,11/3/2018 06:00,EDT,2.61,P,31,P
USGS,1105585,11/3/2018 06:15,EDT,2.89,P,44.4,P
USGS,1105585,11/3/2018 06:30,EDT,4.27,P,138,P
USGS,1105585,11/3/2018 06:45,EDT,4.3,P,141,P
USGS,1105585,11/3/2018 07:00,EDT,4.88,P,195,P
USGS,1105585,11/3/2018 07:15,EDT,4.99,P,206,P
USGS,1105585,11/3/2018 07:30,EDT,4.15,P,127,P
USGS,1105585,11/3/2018 07:45,EDT,3.82,P,101,P
USGS,1105585,11/3/2018 08:00,EDT,3.43,P,75.3,P
USGS,1105585,11/3/2018 08:15,EDT,3.59,P,85.9,P
USGS,1105585,11/3/2018 08:30,EDT,3.12,P,56.9,P
USGS,1105585,11/3/2018 08:45,EDT,2.85,P,42.8,P
USGS,1105585,11/3/2018 09:00,EDT,2.77,P,38.4,P
USGS,1105585,11/3/2018 09:15,EDT,2.71,P,35.7,P
USGS,1105585,11/3/2018 09:30,EDT,2.68,P,34.4,P
USGS,1105585,11/3/2018 09:45,EDT,2.73,P,36.6,P
USGS,1105585,11/3/2018 10:00,EDT,2.9,P,45.2,P
USGS,1105585,11/3/2018 10:15,EDT,2.77,P,38.5,P
USGS,1105585,11/3/2018 10:30,EDT,3.03,P,52.2,P
USGS,1105585,11/3/2018 10:45,EDT,3.4,P,73.4,P
USGS,1105585,11/3/2018 11:00,EDT,3.04,P,52.4,P
USGS,1105585,11/3/2018 11:15,EDT,2.78,P,39.3,P
USGS,1105585,11/3/2018 11:30,EDT,2.73,P,36.5,P
USGS,1105585,11/3/2018 11:45,EDT,2.66,P,33.6,P
USGS,1105585,11/3/2018 12:00,EDT,2.62,P,31.8,P
USGS,1105585,11/3/2018 12:15,EDT,2.61,P,31.3,P
USGS,1105585,11/3/2018 12:30,EDT,2.6,P,30.7,P
USGS,1105585,11/3/2018 12:45,EDT,2.59,P,30.2,P
USGS,1105585,11/3/2018 13:00,EDT,2.59,P,30.4,P
USGS,1105585,11/3/2018 13:15,EDT,2.57,P,29.6,P
USGS,1105585,11/3/2018 13:30,EDT,2.58,P,29.8,P
USGS,1105585,11/3/2018 13:45,EDT,2.56,P,29,P
USGS,1105585,11/3/2018 14:00,EDT,2.57,P,29.5,P
USGS,1105585,11/3/2018 14:15,EDT,2.55,P,28.6,P
USGS,1105585,11/3/2018 14:30,EDT,2.57,P,29.6,P
USGS,1105585,11/3/2018 14:45,EDT,2.6,P,30.5,P
USGS,1105585,11/3/2018 15:00,EDT,2.58,P,29.6,P
USGS,1105585,11/3/2018 15:15,EDT,2.56,P,28.7,P
USGS,1105585,11/3/2018 15:30,EDT,2.56,P,28.8,P
USGS,1105585,11/3/2018 15:45,EDT,2.53,P,27.8,P
USGS,1105585,11/3/2018 16:00,EDT,2.53,P,27.7,P
USGS,1105585,11/3/2018 16:15,EDT,2.52,P,27.2,P
USGS,1105585,11/3/2018 16:30,EDT,2.5,P,26.6,P
USGS,1105585,11/3/2018 16:45,EDT,2.47,P,25.3,P
USGS,1105585,11/3/2018 17:00,EDT,2.47,P,25.3,P
USGS,1105585,11/3/2018 17:15,EDT,2.45,P,24.3,P
USGS,1105585,11/3/2018 17:30,EDT,2.45,P,24.2,P
USGS,1105585,11/3/2018 17:45,EDT,2.44,P,24.1,P
USGS,1105585,11/3/2018 18:00,EDT,2.44,P,23.8,P
USGS,1105585,11/3/2018 18:15,EDT,2.43,P,23.4,P
USGS,1105585,11/3/2018 18:30,EDT,2.44,P,24,P
USGS,1105585,11/3/2018 18:45,EDT,2.43,P,23.5,P
USGS,1105585,11/3/2018 19:00,EDT,2.42,P,23.3,P
USGS,1105585,11/3/2018 19:15,EDT,2.41,P,22.9,P
USGS,1105585,11/3/2018 19:30,EDT,2.42,P,23.4,P
USGS,1105585,11/3/2018 19:45,EDT,2.42,P,23,P
USGS,1105585,11/3/2018 20:00,EDT,2.39,P,21.9,P
USGS,1105585,11/3/2018 20:15,EDT,2.42,P,23.3,P
USGS,1105585,11/3/2018 20:30,EDT,2.42,P,23.1,P
USGS,1105585,11/3/2018 20:45,EDT,2.4,P,22.4,P
USGS,1105585,11/3/2018 21:00,EDT,2.39,P,22,P
USGS,1105585,11/3/2018 21:15,EDT,2.4,P,22.5,P
USGS,1105585,11/3/2018 21:30,EDT,2.4,P,22.5,P
USGS,1105585,11/3/2018 21:45,EDT,2.39,P,22,P
USGS,1105585,11/3/2018 22:00,EDT,2.38,P,21.8,P
USGS,1105585,11/3/2018 22:15,EDT,2.39,P,22.1,P
USGS,1105585,11/3/2018 22:30,EDT,2.38,P,21.6,P
USGS,1105585,11/3/2018 22:45,EDT,2.39,P,22,P
USGS,1105585,11/3/2018 23:00,EDT,2.39,P,21.9,P
USGS,1105585,11/3/2018 23:15,EDT,2.38,P,21.4,P
USGS,1105585,11/3/2018 23:30,EDT,2.37,P,21.4,P
USGS,1105585,11/3/2018 23:45,EDT,2.38,P,21.7,P
USGS,1105585,11/4/2018 00:00,EDT,2.38,P,21.8,P
USGS,1105585,11/4/2018 00:15,EDT,2.38,P,21.6,P
USGS,1105585,11/4/2018 00:30,EDT,2.37,P,21.2,P
USGS,1105585,11/4/2018 00:45,EDT,2.38,P,21.6,P
USGS,1105585,11/4/2018 01:00,EDT,2.38,P,21.6,P
USGS,1105585,11/4/2018 01:00,EST,2.38,P,21.7,P
USGS,1105585,11/4/2018 01:15,EDT,2.36,P,21,P
USGS,1105585,11/4/2018 01:15,EST,2.36,P,20.8,P
USGS,1105585,11/4/2018 01:30,EDT,2.36,P,20.7,P
USGS,1105585,11/4/2018 01:30,EST,2.35,P,20.6,P
USGS,1105585,11/4/2018 01:45,EDT,2.37,P,21.4,P
USGS,1105585,11/4/2018 01:45,EST,2.37,P,21.2,P
USGS,1105585,11/4/2018 02:00,EST,2.37,P,21.4,P
USGS,1105585,11/4/2018 02:15,EST,2.37,P,21.1,P
USGS,1105585,11/4/2018 02:30,EST,2.36,P,21,P
USGS,1105585,11/4/2018 02:45,EST,2.36,P,20.7,P
