agency_cd,site_no,datetime,tz_cd,Gage Height,66227_00065_cd,Discharge,66228_00060_cd
USGS,1105585,11/17/2018 03:15,EST,2.62,P,31.6,P
USGS,1105585,11/17/2018 03:30,EST,2.62,P,31.5,P
USGS,1105585,11/17/2018 03:45,EST,2.62,P,31.8,P
USGS,1105585,11/17/2018 04:00,EST,2.63,P,31.8,P
USGS,1105585,11/17/2018 04:15,EST,2.61,P,31,P
USGS,1105585,11/17/2018 04:30,EST,2.61,P,31.3,P
USGS,1105585,11/17/2018 04:45,EST,2.61,P,31.1,P
USGS,1105585,11/17/2018 05:00,EST,2.62,P,31.5,P
USGS,1105585,11/17/2018 05:15,EST,2.61,P,31.3,P
USGS,1105585,11/17/2018 05:30,EST,2.61,P,31.1,P
USGS,1105585,11/17/2018 05:45,EST,2.6,P,30.8,P
USGS,1105585,11/17/2018 06:00,EST,2.6,P,30.6,P
USGS,1105585,11/17/2018 06:15,EST,2.61,P,31.2,P
USGS,1105585,11/17/2018 06:30,EST,2.61,P,31,P
USGS,1105585,11/17/2018 06:45,EST,2.6,P,30.6,P
USGS,1105585,11/17/2018 07:00,EST,2.6,P,30.5,P
USGS,1105585,11/17/2018 07:15,EST,2.59,P,30.4,P
USGS,1105585,11/17/2018 07:30,EST,2.61,P,31.2,P
USGS,1105585,11/17/2018 07:45,EST,2.59,P,30.4,P
USGS,1105585,11/17/2018 08:00,EST,2.59,P,30.1,P
USGS,1105585,11/17/2018 08:15,EST,2.58,P,29.9,P
USGS,1105585,11/17/2018 08:30,EST,2.58,P,29.6,P
USGS,1105585,11/17/2018 08:45,EST,2.62,P,31.4,P
USGS,1105585,11/17/2018 09:00,EST,2.59,P,30.1,P
USGS,1105585,11/17/2018 09:15,EST,2.58,P,29.9,P
USGS,1105585,11/17/2018 09:30,EST,2.58,P,29.8,P
USGS,1105585,11/17/2018 09:45,EST,2.58,P,29.8,P
USGS,1105585,11/17/2018 10:00,EST,2.6,P,30.6,P
USGS,1105585,11/17/2018 10:15,EST,2.57,P,29.6,P
USGS,1105585,11/17/2018 10:30,EST,2.58,P,29.8,P
USGS,1105585,11/17/2018 10:45,EST,2.58,P,29.7,P
USGS,1105585,11/17/2018 11:00,EST,2.58,P,29.6,P
USGS,1105585,11/17/2018 11:15,EST,2.6,P,30.5,P
USGS,1105585,11/17/2018 11:30,EST,2.58,P,30,P
USGS,1105585,11/17/2018 11:45,EST,2.57,P,29.5,P
USGS,1105585,11/17/2018 12:00,EST,2.57,P,29.2,P
USGS,1105585,11/17/2018 12:15,EST,2.58,P,29.9,P
USGS,1105585,11/17/2018 12:30,EST,2.57,P,29.5,P
USGS,1105585,11/17/2018 12:45,EST,2.58,P,29.6,P
USGS,1105585,11/17/2018 13:00,EST,2.57,P,29.3,P
USGS,1105585,11/17/2018 13:15,EST,2.56,P,29.1,P
USGS,1105585,11/17/2018 13:30,EST,2.6,P,30.5,P
USGS,1105585,11/17/2018 13:45,EST,2.57,P,29.5,P
USGS,1105585,11/17/2018 14:00,EST,2.56,P,29.1,P
USGS,1105585,11/17/2018 14:15,EST,2.56,P,29,P
USGS,1105585,11/17/2018 14:30,EST,2.56,P,29,P
USGS,1105585,11/17/2018 14:45,EST,2.59,P,30.1,P
USGS,1105585,11/17/2018 15:00,EST,2.57,P,29.5,P
USGS,1105585,11/17/2018 15:15,EST,2.55,P,28.6,P
USGS,1105585,11/17/2018 15:30,EST,2.56,P,28.9,P
USGS,1105585,11/17/2018 15:45,EST,2.56,P,28.7,P
USGS,1105585,11/17/2018 16:00,EST,2.57,P,29.5,P
USGS,1105585,11/17/2018 16:15,EST,2.56,P,28.8,P
USGS,1105585,11/17/2018 16:30,EST,2.55,P,28.6,P
USGS,1105585,11/17/2018 16:45,EST,2.54,P,28.3,P
USGS,1105585,11/17/2018 17:00,EST,2.54,P,28.3,P
USGS,1105585,11/17/2018 17:15,EST,2.56,P,29.2,P
USGS,1105585,11/17/2018 17:30,EST,2.55,P,28.7,P
USGS,1105585,11/17/2018 17:45,EST,2.55,P,28.4,P
USGS,1105585,11/17/2018 18:00,EST,2.54,P,28,P
USGS,1105585,11/17/2018 18:15,EST,2.55,P,28.3,P
USGS,1105585,11/17/2018 18:30,EST,2.56,P,29.1,P
USGS,1105585,11/17/2018 18:45,EST,2.54,P,28.2,P
USGS,1105585,11/17/2018 19:00,EST,2.55,P,28.3,P
USGS,1105585,11/17/2018 19:15,EST,2.54,P,27.9,P
USGS,1105585,11/17/2018 19:30,EST,2.53,P,27.8,P
USGS,1105585,11/17/2018 19:45,EST,2.56,P,28.8,P
USGS,1105585,11/17/2018 20:00,EST,2.55,P,28.4,P
USGS,1105585,11/17/2018 20:15,EST,2.54,P,27.9,P
USGS,1105585,11/17/2018 20:30,EST,2.53,P,27.6,P
USGS,1105585,11/17/2018 20:45,EST,2.53,P,27.5,P
USGS,1105585,11/17/2018 21:00,EST,2.56,P,28.9,P
USGS,1105585,11/17/2018 21:15,EST,2.53,P,27.7,P
USGS,1105585,11/17/2018 21:30,EST,2.53,P,27.7,P
USGS,1105585,11/17/2018 21:45,EST,2.53,P,27.8,P
USGS,1105585,11/17/2018 22:00,EST,2.53,P,27.6,P
USGS,1105585,11/17/2018 22:15,EST,2.55,P,28.3,P
USGS,1105585,11/17/2018 22:30,EST,2.53,P,27.6,P
USGS,1105585,11/17/2018 22:45,EST,2.53,P,27.5,P
USGS,1105585,11/17/2018 23:00,EST,2.52,P,27.4,P
USGS,1105585,11/17/2018 23:15,EST,2.52,P,27.3,P
USGS,1105585,11/17/2018 23:30,EST,2.54,P,28,P
USGS,1105585,11/17/2018 23:45,EST,2.52,P,27.2,P
USGS,1105585,11/18/2018 00:00,EST,2.53,P,27.5,P
USGS,1105585,11/18/2018 00:15,EST,2.52,P,27.4,P
USGS,1105585,11/18/2018 00:30,EST,2.51,P,26.8,P
USGS,1105585,11/18/2018 00:45,EST,2.54,P,28.3,P
USGS,1105585,11/18/2018 01:00,EST,2.52,P,27.3,P
USGS,1105585,11/18/2018 01:15,EST,2.52,P,27.1,P
USGS,1105585,11/18/2018 01:30,EST,2.51,P,26.9,P
USGS,1105585,11/18/2018 01:45,EST,2.52,P,27,P
USGS,1105585,11/18/2018 02:00,EST,2.53,P,27.8,P
USGS,1105585,11/18/2018 02:15,EST,2.52,P,27.2,P
USGS,1105585,11/18/2018 02:30,EST,2.51,P,26.7,P
USGS,1105585,11/18/2018 02:45,EST,2.51,P,26.7,P
USGS,1105585,11/18/2018 03:00,EST,2.5,P,26.6,P
USGS,1105585,11/18/2018 03:15,EST,2.53,P,27.7,P
USGS,1105585,11/18/2018 03:30,EST,2.52,P,27.1,P
USGS,1105585,11/18/2018 03:45,EST,2.5,P,26.6,P
USGS,1105585,11/18/2018 04:00,EST,2.5,P,26.5,P
USGS,1105585,11/18/2018 04:15,EST,2.5,P,26.5,P
USGS,1105585,11/18/2018 04:30,EST,2.52,P,27.1,P
USGS,1105585,11/18/2018 04:45,EST,2.5,P,26.6,P
USGS,1105585,11/18/2018 05:00,EST,2.5,P,26.6,P
USGS,1105585,11/18/2018 05:15,EST,2.51,P,26.7,P
USGS,1105585,11/18/2018 05:30,EST,2.5,P,26.2,P
USGS,1105585,11/18/2018 05:45,EST,2.52,P,27.1,P
USGS,1105585,11/18/2018 06:00,EST,2.51,P,26.7,P
USGS,1105585,11/18/2018 06:15,EST,2.5,P,26.6,P
USGS,1105585,11/18/2018 06:30,EST,2.49,P,26,P
USGS,1105585,11/18/2018 06:45,EST,2.5,P,26.2,P
USGS,1105585,11/18/2018 07:00,EST,2.51,P,26.8,P
USGS,1105585,11/18/2018 07:15,EST,2.5,P,26.6,P
USGS,1105585,11/18/2018 07:30,EST,2.5,P,26.4,P
USGS,1105585,11/18/2018 07:45,EST,2.49,P,25.9,P
USGS,1105585,11/18/2018 08:00,EST,2.49,P,26,P
USGS,1105585,11/18/2018 08:15,EST,2.52,P,27.2,P
USGS,1105585,11/18/2018 08:30,EST,2.49,P,26,P
USGS,1105585,11/18/2018 08:45,EST,2.5,P,26.3,P
USGS,1105585,11/18/2018 09:00,EST,2.49,P,26.1,P
USGS,1105585,11/18/2018 09:15,EST,2.5,P,26.2,P
USGS,1105585,11/18/2018 09:30,EST,2.51,P,26.8,P
USGS,1105585,11/18/2018 09:45,EST,2.5,P,26.4,P
USGS,1105585,11/18/2018 10:00,EST,2.49,P,26,P
USGS,1105585,11/18/2018 10:15,EST,2.49,P,26.1,P
USGS,1105585,11/18/2018 10:30,EST,2.48,P,25.8,P
USGS,1105585,11/18/2018 10:45,EST,2.49,P,26,P
USGS,1105585,11/18/2018 11:00,EST,2.49,P,26.2,P
USGS,1105585,11/18/2018 11:15,EST,2.48,P,25.7,P
USGS,1105585,11/18/2018 11:30,EST,2.48,P,25.6,P
USGS,1105585,11/18/2018 11:45,EST,2.48,P,25.4,P
USGS,1105585,11/18/2018 12:00,EST,2.48,P,25.4,P
USGS,1105585,11/18/2018 12:15,EST,2.5,P,26.3,P
USGS,1105585,11/18/2018 12:30,EST,2.49,P,25.8,P
USGS,1105585,11/18/2018 12:45,EST,2.48,P,25.7,P
USGS,1105585,11/18/2018 13:00,EST,2.48,P,25.7,P
USGS,1105585,11/18/2018 13:15,EST,2.48,P,25.7,P
USGS,1105585,11/18/2018 13:30,EST,2.5,P,26.2,P
USGS,1105585,11/18/2018 13:45,EST,2.48,P,25.7,P
USGS,1105585,11/18/2018 14:00,EST,2.48,P,25.4,P
USGS,1105585,11/18/2018 14:15,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 14:30,EST,2.47,P,25.2,P
USGS,1105585,11/18/2018 14:45,EST,2.5,P,26.3,P
USGS,1105585,11/18/2018 15:00,EST,2.48,P,25.5,P
USGS,1105585,11/18/2018 15:15,EST,2.48,P,25.5,P
USGS,1105585,11/18/2018 15:30,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 15:45,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 16:00,EST,2.49,P,26,P
USGS,1105585,11/18/2018 16:15,EST,2.48,P,25.5,P
USGS,1105585,11/18/2018 16:30,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 16:45,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 17:00,EST,2.46,P,25,P
USGS,1105585,11/18/2018 17:15,EST,2.48,P,25.5,P
USGS,1105585,11/18/2018 17:30,EST,2.48,P,25.4,P
USGS,1105585,11/18/2018 17:45,EST,2.48,P,25.4,P
USGS,1105585,11/18/2018 18:00,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 18:15,EST,2.46,P,25,P
USGS,1105585,11/18/2018 18:30,EST,2.46,P,24.7,P
USGS,1105585,11/18/2018 18:45,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 19:00,EST,2.46,P,24.7,P
USGS,1105585,11/18/2018 19:15,EST,2.46,P,24.9,P
USGS,1105585,11/18/2018 19:30,EST,2.47,P,25.3,P
USGS,1105585,11/18/2018 19:45,EST,2.46,P,25,P
USGS,1105585,11/18/2018 20:00,EST,2.49,P,26,P
USGS,1105585,11/18/2018 20:15,EST,2.46,P,24.9,P
USGS,1105585,11/18/2018 20:30,EST,2.46,P,24.7,P
USGS,1105585,11/18/2018 20:45,EST,2.46,P,24.8,P
USGS,1105585,11/18/2018 21:00,EST,2.45,P,24.5,P
USGS,1105585,11/18/2018 21:15,EST,2.48,P,25.4,P
USGS,1105585,11/18/2018 21:30,EST,2.47,P,25.1,P
USGS,1105585,11/18/2018 21:45,EST,2.46,P,24.6,P
USGS,1105585,11/18/2018 22:00,EST,2.45,P,24.5,P
USGS,1105585,11/18/2018 22:15,EST,2.45,P,24.2,P
USGS,1105585,11/18/2018 22:30,EST,2.46,P,24.7,P
USGS,1105585,11/18/2018 22:45,EST,2.46,P,24.6,P
USGS,1105585,11/18/2018 23:00,EST,2.46,P,24.7,P
USGS,1105585,11/18/2018 23:15,EST,2.44,P,24.2,P
USGS,1105585,11/18/2018 23:30,EST,2.44,P,24.2,P
USGS,1105585,11/18/2018 23:45,EST,2.45,P,24.2,P
